group,variable,value
A,v40,42
B,v40,78
C,v40,24
D,v40,79
E,v40,30
F,v40,29
G,v40,30
H,v40,24
I,v40,27
J,v40,31
A,v39,38
B,v39,38
C,v39,26
D,v39,20
E,v39,69
F,v39,30
G,v39,32
H,v39,21
I,v39,30
J,v39,31
A,v38,48
B,v38,18
C,v38,33
D,v38,29
E,v38,26
F,v38,36
G,v38,22
H,v38,27
I,v38,26
J,v38,39
A,v37,19
B,v37,32
C,v37,35
D,v37,34
E,v37,20
F,v37,43
G,v37,37
H,v37,44
I,v37,38
J,v37,25
A,v36,24
B,v36,25
C,v36,38
D,v36,29
E,v36,46
F,v36,28
G,v36,24
H,v36,36
I,v36,38
J,v36,25
A,v35,47
B,v35,36
C,v35,42
D,v35,41
E,v35,51
F,v35,32
G,v35,36
H,v35,26
I,v35,40
J,v35,26
A,v34,24
B,v34,28
C,v34,22
D,v34,58
E,v34,37
F,v34,36
G,v34,20
H,v34,37
I,v34,28
J,v34,29
A,v33,19
B,v33,29
C,v33,37
D,v33,80
E,v33,32
F,v33,28
G,v33,24
H,v33,30
I,v33,45
J,v33,50
A,v32,19
B,v32,38
C,v32,29
D,v32,28
E,v32,34
F,v32,51
G,v32,47
H,v32,58
I,v32,27
J,v32,35
A,v31,19
B,v31,38
C,v31,37
D,v31,18
E,v31,44
F,v31,32
G,v31,42
H,v31,52
I,v31,40
J,v31,39
A,v30,21
B,v30,39
C,v30,29
D,v30,25
E,v30,31
F,v30,28
G,v30,25
H,v30,26
I,v30,27
J,v30,41
A,v29,28
B,v29,80
C,v29,24
D,v29,37
E,v29,42
F,v29,51
G,v29,25
H,v29,22
I,v29,15
J,v29,27
A,v28,23
B,v28,26
C,v28,27
D,v28,38
E,v28,34
F,v28,21
G,v28,26
H,v28,30
I,v28,30
J,v28,91
A,v27,24
B,v27,36
C,v27,22
D,v27,35
E,v27,24
F,v27,38
G,v27,48
H,v27,28
I,v27,20
J,v27,27
A,v26,42
B,v26,40
C,v26,21
D,v26,20
E,v26,27
F,v26,27
G,v26,28
H,v26,26
I,v26,32
J,v26,18
A,v25,14
B,v25,17
C,v25,19
D,v25,40
E,v25,27
F,v25,26
G,v25,60
H,v25,37
I,v25,26
J,v25,27
A,v24,38
