group,variable,value
A,v40,53
B,v40,34
C,v40,107
D,v40,79
E,v40,45
F,v40,60
G,v40,38
H,v40,44
I,v40,49
J,v40,32
A,v39,55
B,v39,31
C,v39,31
D,v39,37
E,v39,29
F,v39,28
G,v39,38
H,v39,39
I,v39,43
J,v39,28
A,v38,42
B,v38,36
C,v38,30
D,v38,22
E,v38,52
F,v38,44
G,v38,40
H,v38,40
I,v38,40
J,v38,18
A,v37,20
B,v37,25
C,v37,17
D,v37,17
E,v37,20
F,v37,18
G,v37,22
H,v37,16
I,v37,26
J,v37,32
A,v36,31
B,v36,35
C,v36,23
D,v36,21
E,v36,33
F,v36,32
G,v36,30
H,v36,45
I,v36,34
J,v36,16
A,v35,25
B,v35,16
C,v35,33
D,v35,36
E,v35,28
F,v35,20
G,v35,25
H,v35,62
I,v35,35
J,v35,23
A,v34,101
B,v34,45
C,v34,32
D,v34,22
E,v34,19
F,v34,33
G,v34,34
H,v34,32
I,v34,36
J,v34,20
A,v33,25
B,v33,51
C,v33,54
D,v33,23
E,v33,45
F,v33,53
G,v33,29
H,v33,27
I,v33,52
J,v33,28
A,v32,32
B,v32,42
C,v32,29
D,v32,28
E,v32,32
F,v32,63
G,v32,22
H,v32,67
I,v32,46
J,v32,28
A,v31,34
B,v31,34
C,v31,39
D,v31,24
E,v31,28
F,v31,27
G,v31,33
H,v31,72
I,v31,31
J,v31,37
A,v30,29
B,v30,24
C,v30,31
D,v30,39
E,v30,40
F,v30,41
G,v30,74
H,v30,38
I,v30,20
J,v30,24
A,v29,68
B,v29,48
C,v29,30
D,v29,50
E,v29,42
F,v29,32
G,v29,42
H,v29,32
I,v29,27
J,v29,30
A,v28,30
B,v28,41
C,v28,37
D,v28,82
E,v28,23
F,v28,38
