group,variable,value
A,v40,34
B,v40,25
C,v40,35
D,v40,26
E,v40,28
F,v40,27
G,v40,34
H,v40,38
I,v40,17
J,v40,47
A,v39,31
B,v39,26
C,v39,26
D,v39,24
E,v39,52
F,v39,51
G,v39,32
H,v39,26
I,v39,29
J,v39,38
A,v38,30
B,v38,24
C,v38,26
D,v38,52
E,v38,32
F,v38,30
G,v38,29
H,v38,27
I,v38,21
J,v38,43
A,v37,25
B,v37,24
C,v37,18
D,v37,46
E,v37,25
F,v37,20
G,v37,28
H,v37,35
I,v37,33
J,v37,25
A,v36,45
B,v36,26
C,v36,41
D,v36,50
E,v36,28
F,v36,29
G,v36,28
H,v36,23
I,v36,25
J,v36,129
A,v35,27
B,v35,27
C,v35,23
D,v35,23
E,v35,24
F,v35,29
G,v35,21
H,v35,54
I,v35,31
J,v35,37
A,v34,19
B,v34,22
C,v34,18
D,v34,25
E,v34,38
F,v34,28
G,v34,23
H,v34,40
I,v34,70
J,v34,47
A,v33,20
B,v33,37
C,v33,28
D,v33,26
E,v33,20
F,v33,47
G,v33,32
H,v33,54
I,v33,37
J,v33,32
A,v32,62
B,v32,33
C,v32,39
D,v32,32
E,v32,31
F,v32,22
G,v32,56
H,v32,28
I,v32,72
J,v32,24
A,v31,18
B,v31,41
C,v31,34
D,v31,37
E,v31,27
F,v31,29
G,v31,37
H,v31,74
I,v31,30
J,v31,32
A,v30,24
B,v30,23
C,v30,34
D,v30,31
E,v30,39
F,v30,32
G,v30,28
H,v30,45
I,v30,14
J,v30,34
A,v29,26
B,v29,33
C,v29,112
D,v29,25
E,v29,42
