group,variable,value
A,v40,70
B,v40,35
C,v40,33
D,v40,27
E,v40,27
F,v40,25
G,v40,36
H,v40,27
I,v40,28
J,v40,20
A,v39,30
B,v39,26
C,v39,20
D,v39,19
E,v39,27
F,v39,67
G,v39,62
H,v39,16
I,v39,52
J,v39,35
A,v38,40
B,v38,51
C,v38,22
D,v38,38
E,v38,29
F,v38,22
G,v38,28
H,v38,50
I,v38,31
J,v38,23
A,v37,30
B,v37,53
C,v37,40
D,v37,36
E,v37,88
F,v37,34
G,v37,53
H,v37,76
I,v37,76
J,v37,29
A,v36,23
B,v36,25
C,v36,32
D,v36,36
E,v36,40
F,v36,25
G,v36,36
H,v36,35
I,v36,36
J,v36,23
A,v35,55
B,v35,38
C,v35,60
D,v35,77
E,v35,24
F,v35,142
G,v35,21
H,v35,76
I,v35,47
J,v35,30
A,v34,20
B,v34,25
C,v34,26
D,v34,25
E,v34,32
F,v34,21
G,v34,25
H,v34,35
I,v34,26
J,v34,26
A,v33,23
B,v33,25
C,v33,36
D,v33,29
E,v33,34
F,v33,23
G,v33,21
H,v33,48
I,v33,26
J,v33,22
A,v32,37
B,v32,52
C,v32,31
D,v32,35
E,v32,41
F,v32,31
G,v32,23
H,v32,42
I,v32,42
J,v32,34
A,v31,37
B,v31,36
C,v31,23
D,v31,25
E,v31,22
F,v31,41
G,v31,30
H,v31,24
I,v31,21
J,v31,27
A,v30,30
B,v30,29
C,v30,45
D,v30,35
E,v30,34
F,v30,22
G,v30,46
H,v30,43
I,v30,39
J,v30,36
A,v29,23
B,v29,21
C,v29,35
D,v29,26
E,v29,22
F,v29,32
G,v29,23
H,v29,34
I,v29,27
J,v29,25
A,v28,45
B,v28,23
C,v28,33
D,v28,23
E,v28,29
F,v28,46
G,v28,34
H,v28,49
I,v28,31
J,v28,31
A,v27,36
B,v27,29
