group,variable,value
A,v40,24
B,v40,30
C,v40,47
D,v40,50
E,v40,24
F,v40,38
G,v40,34
H,v40,28
I,v40,20
J,v40,25
A,v39,24
B,v39,36
C,v39,56
D,v39,26
E,v39,38
F,v39,38
G,v39,114
H,v39,21
I,v39,22
J,v39,41
A,v38,40
B,v38,48
C,v38,26
D,v38,53
E,v38,32
F,v38,21
G,v38,22
H,v38,25
I,v38,30
J,v38,27
A,v37,22
B,v37,54
C,v37,48
D,v37,22
E,v37,30
F,v37,36
G,v37,41
H,v37,38
I,v37,27
J,v37,39
A,v36,32
B,v36,19
C,v36,25
D,v36,27
E,v36,32
F,v36,38
G,v36,44
H,v36,17
I,v36,30
J,v36,18
A,v35,45
B,v35,36
C,v35,30
D,v35,54
E,v35,47
F,v35,48
G,v35,35
H,v35,26
I,v35,25
J,v35,31
A,v34,30
B,v34,18
C,v34,28
D,v34,23
E,v34,28
F,v34,39
G,v34,32
H,v34,29
I,v34,48
J,v34,74
A,v33,53
B,v33,37
C,v33,34
D,v33,36
E,v33,47
F,v33,60
G,v33,25
H,v33,49
I,v33,61
J,v33,24
A,v32,24
B,v32,18
C,v32,23
D,v32,36
E,v32,29
F,v32,38
G,v32,36
H,v32,32
I,v32,25
J,v32,21
A,v31,21
B,v31,20
C,v31,21
D,v31,24
E,v31,38
F,v31,32
G,v31,49
H,v31,28
I,v31,38
J,v31,31
A,v30,38
B,v30,28
C,v30,35
