group,variable,value
A,v40,29
B,v40,23
C,v40,29
D,v40,42
E,v40,40
F,v40,28
G,v40,33
H,v40,33
I,v40,46
J,v40,21
A,v39,25
B,v39,48
C,v39,57
D,v39,46
E,v39,44
F,v39,23
G,v39,44
H,v39,46
I,v39,26
J,v39,76
A,v38,44
B,v38,43
C,v38,57
D,v38,33
E,v38,59
F,v38,29
G,v38,19
H,v38,47
I,v38,31
J,v38,49
A,v37,48
B,v37,32
C,v37,56
D,v37,49
E,v37,72
F,v37,52
G,v37,30
H,v37,22
I,v37,27
J,v37,55
A,v36,19
B,v36,30
C,v36,26
D,v36,26
E,v36,33
F,v36,28
G,v36,48
H,v36,37
I,v36,44
J,v36,31
A,v35,40
B,v35,28
C,v35,39
D,v35,22
E,v35,24
F,v35,29
G,v35,40
H,v35,29
I,v35,20
J,v35,50
A,v34,30
B,v34,52
C,v34,29
D,v34,34
E,v34,24
F,v34,31
G,v34,29
H,v34,41
I,v34,52
J,v34,48
A,v33,24
B,v33,32
C,v33,35
D,v33,38
E,v33,52
F,v33,38
G,v33,32
H,v33,39
I,v33,24
J,v33,22
A,v32,36
B,v32,40
C,v32,28
D,v32,23
E,v32,38
F,v32,44
G,v32,40
H,v32,32
I,v32,66
J,v32,33
A,v31,32
B,v31,24
C,v31,52
D,v31,22
E,v31,29
F,v31,27
G,v31,28
H,v31,25
I,v31,42
J,v31,42
