group,variable,value
A,v40,35
B,v40,37
C,v40,25
D,v40,27
E,v40,24
F,v40,27
G,v40,45
H,v40,30
I,v40,36
J,v40,56
A,v39,30
B,v39,31
C,v39,30
D,v39,33
E,v39,32
F,v39,28
G,v39,82
H,v39,51
I,v39,43
J,v39,32
A,v38,25
B,v38,20
C,v38,23
D,v38,23
E,v38,41
F,v38,23
G,v38,32
H,v38,32
I,v38,26
J,v38,31
A,v37,34
B,v37,30
C,v37,31
D,v37,46
E,v37,44
F,v37,37
G,v37,32
H,v37,29
I,v37,18
J,v37,38
A,v36,33
B,v36,28
C,v36,44
D,v36,17
E,v36,36
F,v36,25
G,v36,20
H,v36,36
I,v36,33
J,v36,28
A,v35,39
B,v35,26
C,v35,29
D,v35,29
E,v35,72
F,v35,26
G,v35,37
H,v35,42
I,v35,31
J,v35,46
A,v34,27
B,v34,82
C,v34,45
D,v34,48
E,v34,52
F,v34,50
G,v34,100
H,v34,110
I,v34,35
J,v34,34
A,v33,35
B,v33,28
C,v33,157
D,v33,31
E,v33,55
F,v33,45
G,v33,29
H,v33,54
I,v33,38
J,v33,42
A,v32,43
B,v32,43
C,v32,81
D,v32,78
E,v32,27
F,v32,23
G,v32,26
H,v32,30
I,v32,44
J,v32,33
A,v31,33
B,v31,36
C,v31,33
D,v31,66
E,v31,34
F,v31,76
G,v31,36
H,v31,33
I,v31,37
J,v31,33
A,v30,33
B,v30,38
C,v30,38
D,v30,37
E,v30,36
F,v30,34
G,v30,42
H,v30,38
I,v30,36
J,v30,35
A,v29,34
B,v29,41
C,v29,35
D,v29,30
E,v29,47
F,v29,39
G,v29,53
H,v29,45
I,v29,28
J,v29,8
A,v28,102
B,v28,32
C,v28,26
D,v28,38
E,v28,40
F,v28,32
G,v28,40
H,v28,29
I,v28,35
J,v28,33
A,v27,20
B,v27,33
