group,variable,value
A,v40,32
B,v40,31
C,v40,29
D,v40,18
E,v40,22
F,v40,27
G,v40,24
H,v40,29
I,v40,26
J,v40,43
A,v39,22
B,v39,29
C,v39,40
D,v39,42
E,v39,37
F,v39,23
G,v39,33
H,v39,32
I,v39,30
J,v39,22
A,v38,37
B,v38,36
C,v38,26
D,v38,25
E,v38,26
F,v38,60
G,v38,51
H,v38,74
I,v38,26
J,v38,22
A,v37,24
B,v37,37
C,v37,48
D,v37,38
E,v37,24
F,v37,45
G,v37,19
H,v37,23
I,v37,31
J,v37,32
A,v36,27
B,v36,25
C,v36,47
D,v36,29
E,v36,32
F,v36,33
G,v36,31
H,v36,29
I,v36,40
J,v36,33
A,v35,31
B,v35,25
C,v35,29
D,v35,19
E,v35,34
F,v35,24
G,v35,39
H,v35,26
I,v35,32
J,v35,30
A,v34,22
B,v34,26
C,v34,21
D,v34,44
E,v34,80
F,v34,31
G,v34,40
H,v34,38
I,v34,30
J,v34,19
A,v33,29
B,v33,39
C,v33,23
D,v33,26
E,v33,25
F,v33,43
G,v33,31
H,v33,40
I,v33,30
J,v33,28
A,v32,47
B,v32,36
C,v32,37
D,v32,38
E,v32,27
F,v32,33
G,v32,20
H,v32,20
I,v32,41
J,v32,30
A,v31,28
B,v31,28
C,v31,36
D,v31,40
E,v31,33
F,v31,24
G,v31,26
H,v31,30
I,v31,24
J,v31,28
A,v30,47
B,v30,29
C,v30,25
D,v30,27
E,v30,29
F,v30,28
G,v30,20
H,v30,38
I,v30,30
J,v30,50
A,v29,41
B,v29,27
C,v29,44
D,v29,37
E,v29,27
F,v29,47
G,v29,33
H,v29,44
I,v29,32
J,v29,24
A,v28,18
B,v28,31
C,v28,34
D,v28,45
E,v28,21
F,v28,66
G,v28,32
H,v28,39
I,v28,28
J,v28,60
A,v27,34
B,v27,30
C,v27,36
D,v27,34
E,v27,32
F,v27,37
G,v27,3
H,v27,36
I,v27,25
