group,variable,value
A,v40,50
B,v40,50
C,v40,25
D,v40,24
E,v40,30
F,v40,26
G,v40,23
H,v40,32
I,v40,30
J,v40,19
A,v39,40
B,v39,23
C,v39,32
D,v39,25
E,v39,28
F,v39,40
G,v39,19
H,v39,22
I,v39,25
J,v39,30
A,v38,60
B,v38,24
C,v38,31
D,v38,28
E,v38,33
F,v38,26
G,v38,80
H,v38,40
I,v38,30
J,v38,34
A,v37,19
B,v37,19
C,v37,29
D,v37,22
E,v37,26
F,v37,54
G,v37,27
H,v37,37
I,v37,28
J,v37,33
A,v36,28
B,v36,36
C,v36,35
D,v36,27
E,v36,30
F,v36,52
G,v36,61
H,v36,36
I,v36,30
J,v36,36
A,v35,27
B,v35,39
C,v35,23
D,v35,40
E,v35,30
F,v35,34
G,v35,31
H,v35,52
I,v35,25
J,v35,26
A,v34,41
B,v34,39
C,v34,40
D,v34,30
E,v34,40
F,v34,32
G,v34,31
H,v34,46
I,v34,29
J,v34,18
A,v33,24
B,v33,21
C,v33,23
D,v33,35
E,v33,31
F,v33,43
G,v33,37
H,v33,32
I,v33,36
J,v33,22
A,v32,28
B,v32,26
C,v32,25
D,v32,27
E,v32,31
F,v32,23
G,v32,34
H,v32,36
I,v32,20
J,v32,32
A,v31,80
B,v31,32
C,v31,20
D,v31,27
E,v31,37
F,v31,42
G,v31,26
H,v31,48
I,v31,31
J,v31,49
A,v30,34
B,v30,31
C,v30,24
D,v30,37
E,v30,38
F,v30,31
G,v30,30
H,v30,39
I,v30,26
J,v30,42
A,v29,28
B,v29,26
C,v29,29
D,v29,34
E,v29,38
F,v29,36
G,v29,48
H,v29,39
I,v29,36
J,v29,24
