group,variable,value
A,v40,37
B,v40,21
C,v40,21
D,v40,21
E,v40,29
F,v40,20
G,v40,39
H,v40,25
I,v40,33
J,v40,28
A,v39,74
B,v39,31
C,v39,32
D,v39,48
E,v39,30
F,v39,24
G,v39,22
H,v39,31
I,v39,29
J,v39,34
A,v38,29
B,v38,20
C,v38,21
D,v38,24
E,v38,29
F,v38,52
G,v38,24
H,v38,25
I,v38,31
J,v38,28
A,v37,23
B,v37,29
C,v37,20
D,v37,47
E,v37,29
F,v37,42
G,v37,30
H,v37,25
I,v37,17
J,v37,31
A,v36,29
B,v36,26
C,v36,31
D,v36,28
E,v36,24
F,v36,37
G,v36,36
H,v36,20
I,v36,30
J,v36,30
A,v35,33
B,v35,37
C,v35,28
D,v35,26
E,v35,30
F,v35,27
G,v35,40
H,v35,24
I,v35,40
J,v35,30
A,v34,49
B,v34,34
C,v34,42
D,v34,48
E,v34,32
F,v34,26
G,v34,27
H,v34,30
I,v34,44
J,v34,23
A,v33,21
B,v33,29
C,v33,24
D,v33,32
E,v33,28
F,v33,28
G,v33,30
H,v33,31
I,v33,36
J,v33,29
A,v32,31
B,v32,40
C,v32,25
D,v32,23
E,v32,52
F,v32,27
G,v32,25
H,v32,40
I,v32,32
J,v32,22
A,v31,28
B,v31,29
C,v31,40
D,v31,26
E,v31,33
F,v31,29
G,v31,31
H,v31,20
I,v31,50
J,v31,27
A,v30,25
B,v30,39
C,v30,25
D,v30,49
E,v30,19
F,v30,19
G,v30,36
H,v30,51
I,v30,28
J,v30,26
A,v29,30
B,v29,64
C,v29,27
D,v29,109
E,v29,50
F,v29,26
