group,variable,value
A,v40,32
B,v40,30
C,v40,30
D,v40,29
E,v40,18
F,v40,26
G,v40,20
H,v40,19
I,v40,34
J,v40,25
A,v39,26
B,v39,62
C,v39,27
D,v39,26
E,v39,28
F,v39,42
G,v39,22
H,v39,24
I,v39,24
J,v39,50
A,v38,70
B,v38,38
C,v38,33
D,v38,47
E,v38,32
F,v38,31
G,v38,24
H,v38,64
I,v38,33
J,v38,51
A,v37,42
B,v37,48
C,v37,34
D,v37,55
E,v37,34
F,v37,32
G,v37,36
H,v37,39
I,v37,51
J,v37,33
A,v36,20
B,v36,30
C,v36,63
D,v36,28
E,v36,51
F,v36,29
G,v36,31
H,v36,20
I,v36,32
J,v36,36
A,v35,52
B,v35,41
C,v35,32
D,v35,28
E,v35,42
F,v35,40
G,v35,25
H,v35,21
I,v35,24
J,v35,33
A,v34,28
B,v34,50
C,v34,28
D,v34,33
E,v34,33
F,v34,40
G,v34,30
H,v34,29
I,v34,38
J,v34,24
A,v33,23
B,v33,27
C,v33,30
D,v33,34
E,v33,46
F,v33,28
G,v33,32
H,v33,50
I,v33,29
J,v33,26
A,v32,34
B,v32,36
C,v32,22
D,v32,27
E,v32,50
F,v32,52
G,v32,35
H,v32,62
I,v32,25
J,v32,26
A,v31,42
B,v31,38
C,v31,42
D,v31,41
E,v31,55
F,v31,32
G,v31,17
H,v31,21
I,v31,20
J,v31,28
A,v30,32
B,v30,33
C,v30,24
D,v30,17
E,v30,23
F,v30,24
G,v30,19
H,v30,23
I,v30,27
J,v30,32
A,v29,70
B,v29,48
C,v29,70
D,v29,51
E,v29,20
F,v29,50
G,v29,21
H,v29,19
I,v29,29
J,v29,22
A,v28,32
B,v28,16
C,v28,26
D,v28,32
E,v28,20
F,v28,23
G,v28,31
H,v28,37
I,v28,45
J,v28,37
A,v27,24
B,v27,37
C,v27,23
D,v27,32
E,v27,35
F,v27,21
G,v27,19
H,v27,27
I,v27,40
J,v27,29
A,v26,34
B,v26,27
C,v26,38
D,v26,78
E,v26,41
F,v26,76
G,v26,64
H,v26,40
I,v26,62
J,v26,47
A,v25,69
B,v25,49
C,v25,31
D,v25,27
E,v25,24
F,v25,49
G,v25,28
