group,variable,value
A,v40,30
B,v40,19
C,v40,50
D,v40,44
E,v40,56
F,v40,46
G,v40,46
H,v40,82
I,v40,26
J,v40,31
A,v39,26
B,v39,31
C,v39,65
D,v39,54
E,v39,15
F,v39,142
G,v39,35
H,v39,36
I,v39,26
J,v39,26
A,v38,32
B,v38,24
C,v38,26
D,v38,21
E,v38,30
F,v38,45
G,v38,24
H,v38,33
I,v38,51
J,v38,25
A,v37,22
B,v37,51
C,v37,38
D,v37,23
E,v37,30
F,v37,122
G,v37,66
H,v37,22
I,v37,35
J,v37,21
A,v36,17
B,v36,43
C,v36,38
D,v36,21
E,v36,29
F,v36,33
G,v36,74
H,v36,28
I,v36,28
J,v36,30
A,v35,26
B,v35,50
C,v35,20
D,v35,30
E,v35,36
F,v35,31
G,v35,34
H,v35,33
I,v35,34
J,v35,36
A,v34,52
B,v34,25
C,v34,24
D,v34,68
E,v34,39
F,v34,72
G,v34,23
H,v34,29
I,v34,29
J,v34,77
A,v33,24
B,v33,47
C,v33,31
D,v33,49
E,v33,46
F,v33,32
G,v33,22
H,v33,29
I,v33,32
J,v33,40
A,v32,48
B,v32,32
C,v32,38
D,v32,52
E,v32,24
F,v32,19
G,v32,20
H,v32,35
I,v32,40
J,v32,21
A,v31,26
B,v31,35
C,v31,34
D,v31,25
E,v31,35
F,v31,34
G,v31,22
H,v31,15
I,v31,34
J,v31,39
A,v30,39
B,v30,54
C,v30,26
D,v30,28
E,v30,33
F,v30,37
G,v30,64
H,v30,22
I,v30,54
