group,variable,value
A,v40,34
B,v40,25
C,v40,33
D,v40,44
E,v40,48
F,v40,28
G,v40,41
H,v40,24
I,v40,53
J,v40,70
A,v39,20
B,v39,48
C,v39,37
D,v39,18
E,v39,111
F,v39,64
G,v39,33
H,v39,35
I,v39,32
J,v39,51
A,v38,22
B,v38,25
C,v38,18
D,v38,22
E,v38,18
F,v38,55
G,v38,23
H,v38,25
I,v38,58
J,v38,48
A,v37,30
B,v37,23
C,v37,49
D,v37,28
E,v37,34
F,v37,29
G,v37,28
H,v37,24
I,v37,36
J,v37,31
A,v36,19
B,v36,32
C,v36,37
D,v36,48
E,v36,34
F,v36,24
G,v36,17
H,v36,40
I,v36,29
J,v36,37
A,v35,32
B,v35,26
C,v35,33
D,v35,55
E,v35,23
F,v35,25
G,v35,31
H,v35,30
I,v35,23
J,v35,20
A,v34,47
B,v34,24
C,v34,24
D,v34,23
E,v34,23
F,v34,40
G,v34,34
H,v34,48
I,v34,52
J,v34,27
A,v33,38
B,v33,32
C,v33,36
D,v33,15
E,v33,26
F,v33,51
G,v33,76
H,v33,25
I,v33,30
J,v33,20
A,v32,26
B,v32,5
C,v32,36
D,v32,21
E,v32,33
F,v32,31
G,v32,64
H,v32,24
I,v32,16
J,v32,21
A,v31,20
B,v31,23
C,v31,25
D,v31,24
E,v31,23
F,v31,22
G,v31,45
H,v31,25
I,v31,30
J,v31,11
A,v30,24
B,v30,26
C,v30,44
D,v30,40
E,v30,20
F,v30,28
G,v30,22
H,v30,30
I,v30,45
J,v30,38
A,v29,26
B,v29,30
C,v29,16
D,v29,31
E,v29,44
F,v29,41
G,v29,43
H,v29,45
I,v29,31
J,v29,37
A,v28,35
B,v28,28
C,v28,29
D,v28,30
E,v28,32
F,v28,35
G,v28,70
H,v28,50
I,v28,46
J,v28,25
A,v27,23
B,v27,40
C,v27,50
D,v27,74
E,v27,38
F,v27,24
G,v27,54
H,v27,30
I,v27,45
J,v27,28
A,v26,36
B,v26,28
C,v26,67
D,v26,22
E,v26,41
