group,variable,value
A,v40,83
B,v40,21
C,v40,35
D,v40,44
E,v40,33
F,v40,32
G,v40,53
H,v40,28
I,v40,37
J,v40,34
A,v39,41
B,v39,34
C,v39,43
D,v39,32
E,v39,51
F,v39,26
G,v39,43
H,v39,36
I,v39,36
J,v39,44
A,v38,49
B,v38,45
C,v38,30
D,v38,25
E,v38,26
F,v38,36
G,v38,36
H,v38,23
I,v38,34
J,v38,40
A,v37,29
B,v37,22
C,v37,39
D,v37,17
E,v37,54
F,v37,28
G,v37,31
H,v37,76
I,v37,34
J,v37,38
A,v36,39
B,v36,41
C,v36,45
D,v36,25
E,v36,28
F,v36,60
G,v36,30
H,v36,31
I,v36,28
J,v36,41
A,v35,49
B,v35,30
C,v35,33
D,v35,38
E,v35,25
F,v35,27
G,v35,49
H,v35,56
I,v35,30
J,v35,36
A,v34,27
B,v34,34
C,v34,27
D,v34,27
E,v34,31
F,v34,34
G,v34,49
H,v34,23
I,v34,32
J,v34,36
A,v33,31
B,v33,50
C,v33,39
D,v33,23
E,v33,34
F,v33,32
G,v33,65
H,v33,31
I,v33,22
J,v33,35
A,v32,37
B,v32,50
C,v32,36
D,v32,22
E,v32,80
F,v32,49
G,v32,36
H,v32,31
I,v32,48
J,v32,150
A,v31,32
B,v31,32
C,v31,64
D,v31,27
E,v31,36
F,v31,26
G,v31,114
H,v31,26
I,v31,48
J,v31,52
A,v30,30
B,v30,27
C,v30,23
D,v30,23
E,v30,24
F,v30,16
G,v30,22
H,v30,26
I,v30,30
J,v30,16
A,v29,80
B,v29,45
C,v29,33
D,v29,30
E,v29,40
F,v29,24
G,v29,31
H,v29,52
I,v29,53
J,v29,27
A,v28,34
B,v28,28
C,v28,38
D,v28,38
E,v28,49
F,v28,43
G,v28,32
H,v28,30
I,v28,14
J,v28,40
A,v27,58
B,v27,33
C,v27,29
