group,variable,value
A,v40,26
B,v40,30
C,v40,31
D,v40,28
E,v40,30
F,v40,35
G,v40,26
H,v40,28
I,v40,33
J,v40,23
A,v39,25
B,v39,32
C,v39,73
D,v39,36
E,v39,21
F,v39,33
G,v39,39
H,v39,27
I,v39,26
J,v39,53
A,v38,46
B,v38,41
C,v38,32
D,v38,30
E,v38,32
F,v38,52
G,v38,34
H,v38,31
I,v38,26
J,v38,27
A,v37,32
B,v37,28
C,v37,19
D,v37,22
E,v37,22
F,v37,37
G,v37,48
H,v37,29
I,v37,48
J,v37,50
A,v36,53
B,v36,29
C,v36,22
D,v36,19
E,v36,32
F,v36,36
G,v36,26
H,v36,38
I,v36,31
J,v36,20
A,v35,26
B,v35,23
C,v35,39
D,v35,18
E,v35,31
F,v35,41
G,v35,39
H,v35,37
I,v35,22
J,v35,22
A,v34,32
B,v34,22
C,v34,26
D,v34,25
E,v34,37
F,v34,52
G,v34,26
H,v34,27
I,v34,23
J,v34,32
A,v33,23
B,v33,25
