group,variable,value
A,v40,26
B,v40,32
C,v40,52
D,v40,34
E,v40,15
F,v40,31
G,v40,33
H,v40,24
I,v40,32
J,v40,34
A,v39,114
B,v39,150
C,v39,47
D,v39,28
E,v39,19
F,v39,44
G,v39,32
H,v39,24
I,v39,31
J,v39,24
A,v38,15
B,v38,32
C,v38,34
D,v38,29
E,v38,25
F,v38,22
G,v38,38
H,v38,25
I,v38,25
J,v38,38
A,v37,25
B,v37,33
C,v37,24
D,v37,35
E,v37,22
F,v37,35
G,v37,34
H,v37,22
I,v37,24
J,v37,39
A,v36,27
B,v36,51
C,v36,33
D,v36,30
E,v36,31
F,v36,35
G,v36,34
H,v36,27
I,v36,32
J,v36,33
A,v35,31
B,v35,25
C,v35,48
D,v35,31
E,v35,28
F,v35,40
G,v35,24
H,v35,83
I,v35,38
J,v35,34
A,v34,36
B,v34,17
C,v34,65
D,v34,25
E,v34,58
F,v34,47
G,v34,27
H,v34,34
I,v34,91
J,v34,43
A,v33,27
B,v33,49
C,v33,35
D,v33,30
E,v33,65
F,v33,20
G,v33,25
H,v33,39
I,v33,34
J,v33,39
A,v32,23
B,v32,34
C,v32,23
D,v32,17
E,v32,23
F,v32,32
G,v32,24
H,v32,19
I,v32,32
J,v32,80
A,v31,28
B,v31,20
C,v31,47
D,v31,40
E,v31,39
F,v31,30
G,v31,32
H,v31,34
I,v31,38
J,v31,43
A,v30,28
B,v30,15
C,v30,36
D,v30,22
E,v30,22
F,v30,55
G,v30,21
H,v30,44
I,v30,36
J,v30,31
A,v29,62
B,v29,21
C,v29,27
D,v29,49
E,v29,28
F,v29,37
G,v29,48
H,v29,31
I,v29,76
J,v29,31
A,v28,27
B,v28,30
C,v28,26
D,v28,28
E,v28,39
F,v28,42
G,v28,27
H,v28,40
I,v28,23
J,v28,32
A,v27,22
B,v27,26
C,v27,25
D,v27,31
E,v27,32
