group,variable,value
A,v40,28
B,v40,20
C,v40,74
D,v40,31
E,v40,32
F,v40,24
G,v40,23
H,v40,46
I,v40,32
J,v40,41
A,v39,22
B,v39,30
C,v39,29
D,v39,23
E,v39,35
F,v39,28
G,v39,36
H,v39,48
I,v39,47
J,v39,26
A,v38,22
B,v38,40
C,v38,58
D,v38,29
E,v38,20
F,v38,50
G,v38,23
H,v38,25
I,v38,39
J,v38,36
A,v37,30
B,v37,34
C,v37,31
D,v37,27
E,v37,36
F,v37,26
G,v37,20
H,v37,26
I,v37,20
J,v37,38
A,v36,51
B,v36,44
C,v36,29
D,v36,29
E,v36,53
F,v36,31
G,v36,31
H,v36,70
I,v36,23
J,v36,16
A,v35,26
B,v35,28
C,v35,37
D,v35,39
E,v35,33
F,v35,39
G,v35,20
H,v35,30
I,v35,39
J,v35,30
A,v34,21
B,v34,35
C,v34,17
D,v34,13
E,v34,29
F,v34,24
G,v34,27
H,v34,22
I,v34,18
J,v34,31
A,v33,48
B,v33,22
C,v33,30
D,v33,31
E,v33,35
F,v33,18
G,v33,24
H,v33,32
I,v33,38
J,v33,40
A,v32,17
B,v32,21
C,v32,49
D,v32,21
E,v32,22
F,v32,67
G,v32,28
H,v32,30
I,v32,26
J,v32,21
A,v31,23
B,v31,21
C,v31,25
D,v31,29
E,v31,34
F,v31,39
G,v31,26
H,v31,25
I,v31,23
J,v31,26
A,v30,23
B,v30,44
C,v30,22
D,v30,82
E,v30,38
F,v30,20
G,v30,24
H,v30,24
I,v30,30
J,v30,24
A,v29,25
B,v29,36
C,v29,22
D,v29,33
E,v29,24
F,v29,21
G,v29,23
H,v29,24
