group,variable,value
A,v40,33
B,v40,56
C,v40,58
D,v40,40
E,v40,39
F,v40,30
G,v40,20
H,v40,32
I,v40,25
J,v40,31
A,v39,37
B,v39,29
C,v39,37
D,v39,43
E,v39,123
F,v39,26
G,v39,32
H,v39,41
I,v39,27
J,v39,38
A,v38,28
B,v38,40
C,v38,28
D,v38,32
E,v38,74
F,v38,58
G,v38,41
H,v38,44
I,v38,42
J,v38,27
A,v37,28
B,v37,34
C,v37,43
D,v37,25
E,v37,41
F,v37,27
G,v37,51
H,v37,43
I,v37,27
J,v37,29
A,v36,42
B,v36,34
C,v36,29
D,v36,33
E,v36,24
F,v36,25
G,v36,61
H,v36,31
I,v36,32
J,v36,54
A,v35,43
B,v35,36
C,v35,34
D,v35,28
E,v35,38
F,v35,30
G,v35,32
H,v35,25
I,v35,32
J,v35,42
A,v34,70
B,v34,69
C,v34,72
D,v34,28
E,v34,33
F,v34,38
G,v34,36
H,v34,20
I,v34,30
J,v34,32
A,v33,26
B,v33,37
C,v33,31
D,v33,39
E,v33,68
F,v33,34
G,v33,78
H,v33,42
I,v33,64
J,v33,35
A,v32,24
B,v32,34
C,v32,63
D,v32,26
E,v32,33
F,v32,35
G,v32,31
H,v32,32
I,v32,33
J,v32,25
A,v31,66
B,v31,52
C,v31,31
D,v31,32
E,v31,46
F,v31,83
G,v31,29
H,v31,40
I,v31,34
J,v31,34
A,v30,32
B,v30,26
C,v30,41
D,v30,51
E,v30,41
F,v30,78
G,v30,45
H,v30,40
I,v30,33
J,v30,52
A,v29,51
B,v29,34
C,v29,34
D,v29,27
E,v29,24
F,v29,27
