group,variable,value
A,v40,36
B,v40,19
C,v40,36
D,v40,26
E,v40,33
F,v40,160
G,v40,49
H,v40,35
I,v40,34
J,v40,25
A,v39,32
B,v39,31
C,v39,48
D,v39,21
E,v39,23
F,v39,77
G,v39,38
H,v39,38
I,v39,36
J,v39,40
A,v38,29
B,v38,43
C,v38,35
D,v38,31
E,v38,31
F,v38,48
G,v38,31
H,v38,30
I,v38,28
J,v38,36
A,v37,42
B,v37,36
C,v37,33
D,v37,36
E,v37,34
F,v37,26
G,v37,32
H,v37,28
I,v37,29
J,v37,41
A,v36,38
B,v36,29
C,v36,26
D,v36,35
E,v36,33
F,v36,29
G,v36,25
H,v36,26
I,v36,38
J,v36,65
A,v35,18
B,v35,28
C,v35,31
D,v35,42
E,v35,144
F,v35,43
G,v35,30
H,v35,36
I,v35,21
J,v35,54
A,v34,25
B,v34,25
C,v34,25
D,v34,28
E,v34,40
F,v34,40
G,v34,29
H,v34,20
I,v34,36
J,v34,29
A,v33,43
B,v33,48
C,v33,31
D,v33,28
E,v33,25
F,v33,30
G,v33,28
H,v33,26
I,v33,41
J,v33,39
A,v32,28
B,v32,23
C,v32,35
D,v32,20
E,v32,27
F,v32,34
G,v32,24
H,v32,33
I,v32,25
J,v32,36
A,v31,26
B,v31,24
C,v31,36
D,v31,28
E,v31,30
F,v31,55
G,v31,38
H,v31,40
I,v31,50
J,v31,23
A,v30,70
B,v30,36
C,v30,19
D,v30,39
E,v30,26
F,v30,26
G,v30,23
H,v30,22
I,v30,43
J,v30,40
A,v29,35
B,v29,52
C,v29,33
D,v29,40
E,v29,21
F,v29,29
G,v29,45
H,v29,30
I,v29,31
J,v29,38
A,v28,35
B,v28,47
C,v28,50
D,v28,31
E,v28,43
F,v28,18
G,v28,32
H,v28,33
I,v28,38
