group,variable,value
A,v40,38
B,v40,31
C,v40,30
D,v40,28
E,v40,18
F,v40,31
G,v40,28
H,v40,21
I,v40,38
J,v40,23
A,v39,17
B,v39,29
C,v39,36
D,v39,37
E,v39,39
F,v39,26
G,v39,25
H,v39,24
I,v39,26
J,v39,30
A,v38,25
B,v38,23
C,v38,23
D,v38,22
E,v38,32
F,v38,30
G,v38,20
H,v38,22
I,v38,26
J,v38,16
A,v37,21
B,v37,22
C,v37,17
D,v37,24
E,v37,42
F,v37,20
G,v37,31
H,v37,78
I,v37,20
J,v37,34
A,v36,30
B,v36,27
C,v36,24
D,v36,24
E,v36,31
F,v36,20
G,v36,27
H,v36,25
I,v36,24
J,v36,53
A,v35,28
B,v35,24
C,v35,46
D,v35,47
E,v35,38
F,v35,50
G,v35,31
H,v35,46
I,v35,52
J,v35,33
A,v34,40
B,v34,41
C,v34,41
D,v34,9
E,v34,82
F,v34,29
G,v34,60
H,v34,29
I,v34,49
J,v34,31
A,v33,27
B,v33,39
C,v33,37
D,v33,34
E,v33,39
F,v33,26
G,v33,34
H,v33,35
I,v33,21
J,v33,27
A,v32,26
B,v32,37
C,v32,27
D,v32,26
E,v32,42
F,v32,18
G,v32,29
H,v32,27
I,v32,75
J,v32,32
A,v31,20
B,v31,39
C,v31,156
D,v31,68
E,v31,21
F,v31,66
G,v31,41
H,v31,42
I,v31,40
J,v31,23
A,v30,34
