group,variable,value
A,v40,32
B,v40,31
C,v40,30
D,v40,30
E,v40,21
F,v40,28
G,v40,33
H,v40,44
I,v40,44
J,v40,28
A,v39,28
B,v39,32
C,v39,29
D,v39,23
E,v39,35
F,v39,38
G,v39,50
H,v39,27
I,v39,24
J,v39,36
A,v38,31
B,v38,20
C,v38,42
D,v38,23
E,v38,28
F,v38,19
G,v38,47
H,v38,28
I,v38,35
J,v38,29
A,v37,22
B,v37,21
C,v37,27
D,v37,33
E,v37,22
F,v37,57
G,v37,38
H,v37,28
I,v37,28
J,v37,31
A,v36,30
B,v36,34
C,v36,27
D,v36,31
E,v36,21
F,v36,29
G,v36,30
H,v36,29
I,v36,20
J,v36,24
A,v35,21
B,v35,40
C,v35,51
D,v35,44
E,v35,56
F,v35,41
G,v35,77
H,v35,24
I,v35,34
J,v35,105
A,v34,41
B,v34,36
C,v34,30
D,v34,23
E,v34,48
F,v34,32
G,v34,26
H,v34,40
I,v34,44
J,v34,27
A,v33,80
B,v33,64
C,v33,27
D,v33,28
E,v33,45
F,v33,36
G,v33,52
H,v33,36
I,v33,32
J,v33,36
A,v32,50
B,v32,47
C,v32,38
D,v32,26
E,v32,66
F,v32,27
G,v32,41
H,v32,29
I,v32,33
J,v32,27
A,v31,30
B,v31,16
C,v31,26
D,v31,28
E,v31,23
F,v31,36
G,v31,51
H,v31,27
I,v31,33
J,v31,33
A,v30,28
B,v30,33
C,v30,26
D,v30,31
E,v30,27
F,v30,28
G,v30,27
H,v30,38
I,v30,33
J,v30,34
A,v29,29
B,v29,44
C,v29,30
D,v29,121
E,v29,36
F,v29,36
G,v29,27
H,v29,34
I,v29,54
J,v29,23
A,v28,43
B,v28,21
C,v28,36
D,v28,31
E,v28,31
F,v28,53
G,v28,85
H,v28,32
I,v28,27
J,v28,23
A,v27,41
B,v27,40
C,v27,34
D,v27,35
E,v27,37
F,v27,53
G,v27,31
H,v27,29
I,v27,27
J,v27,48
A,v26,26
B,v26,42
C,v26,22
D,v26,24
E,v26,47
F,v26,46
G,v26,48
H,v26,33
I,v26,27
J,v26,30
A,v25,27
B,v25,24
C,v25,31
D,v25,32
E,v25,19
F,v25,29
G,v25,26
H,v25,29
I,v25,20
J,v25,21
A,v24,22
B,v24,38
C,v24,21
D,v24,26
E,v24,22
F,v24,18
G,v24,17
H,v24,24
I,v24,32
J,v24,38
A,v23,38
B,v23,40
C,v23,53
D,v23,26
E,v23,42
F,v23,30
G,v23,22
H,v23,31
I,v23,17
J,v23,22
A,v22,31
B,v22,27
C,v22,38
D,v22,21
