group,variable,value
A,v40,36
B,v40,21
C,v40,38
D,v40,37
E,v40,38
F,v40,22
G,v40,26
H,v40,20
I,v40,33
J,v40,26
A,v39,29
B,v39,112
C,v39,30
D,v39,18
E,v39,25
F,v39,41
G,v39,36
H,v39,32
I,v39,43
J,v39,32
A,v38,32
B,v38,30
C,v38,26
D,v38,55
E,v38,38
F,v38,30
G,v38,39
H,v38,40
I,v38,45
J,v38,38
A,v37,38
B,v37,27
C,v37,44
D,v37,31
E,v37,38
F,v37,26
G,v37,41
H,v37,32
I,v37,28
J,v37,34
A,v36,32
B,v36,42
C,v36,39
D,v36,34
E,v36,42
F,v36,41
G,v36,26
H,v36,44
I,v36,33
J,v36,33
A,v35,28
B,v35,26
C,v35,31
D,v35,40
E,v35,22
F,v35,44
G,v35,35
H,v35,28
I,v35,26
J,v35,45
A,v34,119
B,v34,40
C,v34,38
D,v34,31
E,v34,57
F,v34,32
G,v34,43
H,v34,34
I,v34,39
J,v34,40
A,v33,16
B,v33,51
C,v33,50
D,v33,27
E,v33,60
F,v33,28
G,v33,49
H,v33,40
I,v33,52
J,v33,29
A,v32,38
B,v32,37
C,v32,38
D,v32,33
E,v32,34
F,v32,26
G,v32,38
H,v32,28
I,v32,26
J,v32,48
A,v31,35
B,v31,27
C,v31,42
D,v31,24
E,v31,24
F,v31,29
G,v31,38
H,v31,20
I,v31,18
J,v31,52
A,v30,49
B,v30,20
C,v30,25
D,v30,69
E,v30,32
F,v30,22
G,v30,31
H,v30,33
I,v30,28
J,v30,34
A,v29,41
B,v29,25
C,v29,50
D,v29,31
E,v29,42
F,v29,40
G,v29,19
H,v29,23
I,v29,23
J,v29,32
A,v28,38
B,v28,32
C,v28,38
D,v28,20
E,v28,16
F,v28,18
G,v28,21
H,v28,28
I,v28,25
J,v28,17
A,v27,25
B,v27,18
C,v27,30
D,v27,38
E,v27,23
F,v27,21
G,v27,29
