group,variable,value
A,v40,26
B,v40,30
C,v40,42
D,v40,30
E,v40,22
F,v40,60
G,v40,24
H,v40,40
I,v40,20
J,v40,25
A,v39,28
B,v39,30
C,v39,21
D,v39,18
E,v39,22
F,v39,49
G,v39,46
H,v39,30
I,v39,36
J,v39,25
A,v38,24
B,v38,35
C,v38,41
D,v38,20
E,v38,27
F,v38,18
G,v38,38
H,v38,21
I,v38,22
J,v38,34
A,v37,43
B,v37,22
C,v37,31
D,v37,27
E,v37,20
F,v37,20
G,v37,20
H,v37,26
I,v37,54
J,v37,34
A,v36,68
B,v36,22
C,v36,29
D,v36,51
E,v36,34
F,v36,40
G,v36,31
H,v36,25
I,v36,22
J,v36,39
A,v35,38
B,v35,39
C,v35,28
D,v35,28
E,v35,65
F,v35,76
G,v35,31
H,v35,25
I,v35,22
J,v35,16
A,v34,34
B,v34,70
C,v34,29
D,v34,48
E,v34,24
F,v34,52
G,v34,30
H,v34,43
I,v34,62
J,v34,33
A,v33,23
B,v33,22
C,v33,26
D,v33,25
E,v33,16
F,v33,43
G,v33,42
H,v33,40
I,v33,33
J,v33,30
A,v32,71
B,v32,30
C,v32,66
D,v32,30
E,v32,41
F,v32,49
G,v32,32
H,v32,22
I,v32,37
J,v32,51
A,v31,44
B,v31,30
C,v31,34
D,v31,162
E,v31,20
F,v31,21
G,v31,39
H,v31,27
I,v31,21
J,v31,23
A,v30,67
B,v30,29
C,v30,49
D,v30,70
E,v30,51
F,v30,42
G,v30,36
H,v30,24
I,v30,36
J,v30,17
A,v29,43
B,v29,24
C,v29,42
D,v29,35
E,v29,27
F,v29,30
G,v29,30
H,v29,34
I,v29,28
J,v29,20
