group,variable,value
A,v40,40
B,v40,36
C,v40,66
D,v40,27
E,v40,56
F,v40,52
G,v40,55
H,v40,56
I,v40,35
J,v40,44
A,v39,54
B,v39,42
C,v39,162
D,v39,56
E,v39,29
F,v39,38
G,v39,33
H,v39,40
I,v39,44
J,v39,40
A,v38,38
B,v38,78
C,v38,31
D,v38,30
E,v38,48
F,v38,39
G,v38,55
H,v38,52
I,v38,43
J,v38,76
A,v37,53
B,v37,30
C,v37,29
D,v37,28
E,v37,22
F,v37,28
G,v37,22
H,v37,41
I,v37,87
J,v37,35
A,v36,53
B,v36,39
C,v36,36
D,v36,40
E,v36,32
F,v36,51
G,v36,28
H,v36,28
I,v36,26
J,v36,30
A,v35,28
B,v35,28
C,v35,17
D,v35,33
E,v35,32
F,v35,37
G,v35,34
H,v35,48
I,v35,125
J,v35,33
A,v34,23
B,v34,38
C,v34,29
D,v34,31
E,v34,23
F,v34,20
G,v34,22
H,v34,38
I,v34,20
J,v34,19
A,v33,30
B,v33,39
C,v33,28
D,v33,42
E,v33,34
F,v33,36
G,v33,17
H,v33,29
I,v33,51
J,v33,31
A,v32,64
B,v32,35
C,v32,42
D,v32,51
E,v32,37
F,v32,30
G,v32,37
H,v32,32
I,v32,27
J,v32,30
A,v31,40
B,v31,55
C,v31,37
D,v31,34
E,v31,20
F,v31,26
G,v31,26
H,v31,31
I,v31,22
J,v31,20
A,v30,18
B,v30,43
C,v30,21
D,v30,40
E,v30,21
F,v30,32
G,v30,27
H,v30,43
I,v30,31
