group,variable,value
A,v40,24
B,v40,19
C,v40,26
D,v40,24
E,v40,25
F,v40,28
G,v40,32
H,v40,27
I,v40,87
J,v40,36
A,v39,29
B,v39,38
C,v39,16
D,v39,23
E,v39,42
F,v39,66
G,v39,43
H,v39,22
I,v39,32
J,v39,30
A,v38,44
B,v38,27
C,v38,26
D,v38,43
E,v38,25
F,v38,47
G,v38,36
H,v38,41
I,v38,42
J,v38,24
A,v37,30
B,v37,123
C,v37,41
D,v37,24
E,v37,38
F,v37,52
G,v37,26
H,v37,33
I,v37,29
J,v37,26
A,v36,28
B,v36,20
C,v36,66
D,v36,23
E,v36,20
F,v36,29
G,v36,36
H,v36,23
I,v36,54
J,v36,35
A,v35,40
B,v35,32
C,v35,41
D,v35,23
E,v35,25
F,v35,27
G,v35,33
H,v35,33
I,v35,26
J,v35,25
A,v34,54
B,v34,41
C,v34,25
D,v34,31
E,v34,23
F,v34,55
G,v34,31
H,v34,36
I,v34,27
J,v34,72
A,v33,30
B,v33,23
C,v33,35
D,v33,40
E,v33,48
F,v33,53
G,v33,26
H,v33,34
I,v33,28
J,v33,35
A,v32,46
B,v32,40
C,v32,35
D,v32,28
E,v32,26
F,v32,23
G,v32,110
H,v32,26
I,v32,34
J,v32,42
A,v31,45
B,v31,19
C,v31,33
D,v31,44
E,v31,53
F,v31,38
G,v31,31
H,v31,54
I,v31,26
J,v31,22
A,v30,34
B,v30,33
C,v30,25
D,v30,34
E,v30,32
F,v30,22
G,v30,51
H,v30,25
I,v30,37
J,v30,50
A,v29,38
B,v29,26
C,v29,38
D,v29,48
E,v29,38
F,v29,33
G,v29,19
H,v29,52
I,v29,74
J,v29,21
A,v28,33
B,v28,30
