group,variable,value
A,v40,49
B,v40,21
C,v40,38
D,v40,30
E,v40,33
F,v40,28
G,v40,46
H,v40,40
I,v40,29
J,v40,36
A,v39,32
B,v39,23
C,v39,29
D,v39,80
E,v39,37
F,v39,25
G,v39,35
H,v39,24
I,v39,32
J,v39,27
A,v38,39
B,v38,67
C,v38,25
D,v38,33
E,v38,22
F,v38,39
G,v38,27
H,v38,20
I,v38,36
J,v38,36
A,v37,76
B,v37,26
C,v37,59
D,v37,24
E,v37,23
F,v37,24
G,v37,46
H,v37,26
I,v37,97
J,v37,28
A,v36,37
B,v36,26
C,v36,24
D,v36,60
E,v36,52
F,v36,39
G,v36,22
H,v36,26
I,v36,28
J,v36,30
A,v35,35
B,v35,38
C,v35,27
D,v35,34
E,v35,49
F,v35,28
G,v35,40
H,v35,37
I,v35,50
J,v35,31
A,v34,29
B,v34,34
C,v34,26
D,v34,23
E,v34,23
F,v34,18
G,v34,24
H,v34,31
I,v34,22
J,v34,33
A,v33,29
B,v33,36
C,v33,34
D,v33,22
E,v33,45
F,v33,34
G,v33,27
H,v33,62
I,v33,36
J,v33,28
A,v32,34
B,v32,46
C,v32,41
D,v32,37
E,v32,29
F,v32,37
G,v32,56
H,v32,24
I,v32,26
J,v32,23
A,v31,18
B,v31,23
C,v31,38
D,v31,27
E,v31,16
F,v31,51
G,v31,30
H,v31,45
I,v31,30
J,v31,28
A,v30,34
B,v30,31
C,v30,22
D,v30,27
E,v30,26
F,v30,22
G,v30,32
H,v30,29
I,v30,25
J,v30,23
A,v29,46
B,v29,47
C,v29,64
D,v29,49
E,v29,7
F,v29,43
G,v29,134
H,v29,50
I,v29,37
J,v29,24
A,v28,26
B,v28,31
C,v28,38
D,v28,21
E,v28,39
F,v28,16
G,v28,31
H,v28,19
I,v28,35
J,v28,21
A,v27,28
B,v27,52
C,v27,29
D,v27,92
