group,variable,value
A,v40,7
B,v40,6
C,v40,0
D,v40,4
E,v40,2
F,v40,1
G,v40,7
H,v40,4
I,v40,4
J,v40,3
A,v39,2
B,v39,1
C,v39,1
D,v39,2
E,v39,3
F,v39,2
G,v39,1
H,v39,8
I,v39,3
J,v39,6
A,v38,4
B,v38,6
C,v38,3
D,v38,8
E,v38,2
F,v38,3
G,v38,5
H,v38,3
I,v38,2
J,v38,2
A,v37,3
B,v37,0
C,v37,0
D,v37,2
E,v37,0
F,v37,1
G,v37,3
H,v37,0
I,v37,0
J,v37,2
A,v36,4
B,v36,6
C,v36,3
D,v36,3
E,v36,6
F,v36,2
G,v36,1
H,v36,0
I,v36,1
J,v36,2
A,v35,2
B,v35,3
C,v35,6
D,v35,3
E,v35,1
F,v35,2
G,v35,6
H,v35,2
I,v35,3
J,v35,3
A,v34,0
B,v34,3
C,v34,1
D,v34,4
E,v34,2
F,v34,1
G,v34,0
H,v34,0
I,v34,0
J,v34,1
A,v33,2
B,v33,2
C,v33,0
D,v33,1
E,v33,4
F,v33,1
G,v33,2
H,v33,1
I,v33,0
J,v33,2
A,v32,0
B,v32,1
C,v32,0
D,v32,0
E,v32,1
F,v32,1
G,v32,0
H,v32,0
I,v32,0
J,v32,0
A,v31,0
B,v31,0
C,v31,1
D,v31,1
E,v31,0
F,v31,0
G,v31,2
H,v31,7
I,v31,1
J,v31,0
A,v30,0
B,v30,4
C,v30,7
D,v30,2
E,v30,0
F,v30,0
G,v30,0
H,v30,0
I,v30,0
J,v30,0
A,v29,1
B,v29,3
C,v29,1
D,v29,1
E,v29,1
F,v29,5
G,v29,1
H,v29,1
I,v29,1
J,v29,0
A,v28,1
B,v28,0
C,v28,0
D,v28,1
E,v28,1
F,v28,2
G,v28,3
H,v28,3
I,v28,1
J,v28,0
A,v27,3
B,v27,1
C,v27,1
D,v27,6
E,v27,1
F,v27,0
G,v27,2
H,v27,1
I,v27,1
J,v27,2
