group,variable,value
A,v40,0
B,v40,1
C,v40,0
D,v40,3
E,v40,0
F,v40,1
G,v40,1
H,v40,1
I,v40,2
J,v40,0
A,v39,1
B,v39,0
C,v39,0
D,v39,4
E,v39,5
F,v39,1
G,v39,5
H,v39,1
I,v39,0
J,v39,0
A,v38,9
B,v38,8
C,v38,0
D,v38,2
E,v38,5
F,v38,1
G,v38,3
H,v38,6
I,v38,2
J,v38,0
A,v37,7
B,v37,5
C,v37,1
D,v37,1
E,v37,0
F,v37,0
G,v37,2
H,v37,5
I,v37,2
J,v37,0
A,v36,1
B,v36,4
C,v36,0
D,v36,4
E,v36,1
F,v36,0
G,v36,2
H,v36,2
I,v36,2
J,v36,2
A,v35,5
B,v35,1
C,v35,0
D,v35,0
E,v35,1
F,v35,0
G,v35,4
H,v35,5
I,v35,4
J,v35,4
A,v34,6
B,v34,2
C,v34,3
D,v34,3
E,v34,9
F,v34,1
G,v34,1
H,v34,1
I,v34,3
J,v34,3
A,v33,2
B,v33,1
C,v33,1
D,v33,0
E,v33,1
F,v33,1
G,v33,0
H,v33,0
I,v33,4
J,v33,7
A,v32,7
B,v32,3
C,v32,8
D,v32,0
E,v32,2
F,v32,1
G,v32,0
H,v32,3
I,v32,1
J,v32,0
A,v31,3
B,v31,2
C,v31,0
D,v31,2
E,v31,1
F,v31,2
G,v31,0
H,v31,1
I,v31,2
J,v31,4
A,v30,2
B,v30,2
C,v30,3
D,v30,2
E,v30,5
F,v30,9
G,v30,9
H,v30,6
I,v30,4
J,v30,3
A,v29,2
B,v29,2
C,v29,0
D,v29,0
E,v29,1
F,v29,2
G,v29,0
H,v29,0
I,v29,0
J,v29,2
A,v28,0
B,v28,0
C,v28,1
D,v28,4
E,v28,3
F,v28,0
G,v28,2
H,v28,0
I,v28,0
J,v28,2
A,v27,2
B,v27,0
C,v27,1
