group,variable,value
A,v40,1
B,v40,0
C,v40,3
D,v40,2
E,v40,2
F,v40,2
G,v40,3
H,v40,1
I,v40,2
J,v40,1
A,v39,3
B,v39,0
C,v39,2
D,v39,2
E,v39,9
F,v39,2
G,v39,7
H,v39,1
I,v39,5
J,v39,4
A,v38,0
B,v38,1
C,v38,0
D,v38,0
E,v38,1
F,v38,1
G,v38,1
H,v38,1
I,v38,2
J,v38,1
A,v37,1
B,v37,3
C,v37,0
D,v37,1
E,v37,1
F,v37,1
G,v37,3
H,v37,3
I,v37,1
J,v37,0
A,v36,3
B,v36,0
C,v36,0
D,v36,0
E,v36,0
F,v36,2
G,v36,1
H,v36,1
I,v36,2
J,v36,4
A,v35,0
B,v35,1
C,v35,0
D,v35,1
E,v35,4
F,v35,4
G,v35,6
H,v35,3
I,v35,6
J,v35,3
A,v34,6
B,v34,8
C,v34,4
D,v34,6
E,v34,2
F,v34,1
G,v34,3
