group,variable,value
A,v40,0
B,v40,0
C,v40,0
D,v40,0
E,v40,2
F,v40,0
G,v40,1
H,v40,1
I,v40,4
J,v40,0
A,v39,0
B,v39,2
C,v39,1
D,v39,0
E,v39,5
F,v39,1
G,v39,0
H,v39,0
I,v39,4
J,v39,0
A,v38,1
B,v38,1
C,v38,1
D,v38,1
E,v38,2
F,v38,1
G,v38,2
H,v38,1
I,v38,0
J,v38,0
A,v37,1
B,v37,7
C,v37,6
D,v37,4
E,v37,0
F,v37,2
G,v37,0
H,v37,4
I,v37,2
J,v37,2
A,v36,1
B,v36,4
C,v36,1
D,v36,1
E,v36,1
F,v36,0
G,v36,0
H,v36,0
I,v36,0
J,v36,2
A,v35,1
B,v35,0
C,v35,2
D,v35,2
E,v35,2
F,v35,4
G,v35,0
H,v35,1
I,v35,3
J,v35,0
A,v34,4
B,v34,1
C,v34,2
D,v34,2
E,v34,6
F,v34,5
G,v34,5
H,v34,1
I,v34,8
J,v34,2
A,v33,3
B,v33,6
C,v33,2
D,v33,2
E,v33,0
F,v33,0
G,v33,0
H,v33,0
I,v33,3
J,v33,2
A,v32,2
B,v32,1
C,v32,8
D,v32,2
E,v32,3
F,v32,4
G,v32,3
H,v32,0
I,v32,6
J,v32,3
A,v31,1
B,v31,1
C,v31,1
D,v31,5
E,v31,6
F,v31,2
G,v31,1
H,v31,2
I,v31,0
J,v31,4
A,v30,2
B,v30,2
C,v30,0
D,v30,1
E,v30,1
F,v30,1
G,v30,1
H,v30,0
I,v30,1
J,v30,3
A,v29,2
B,v29,0
C,v29,0
D,v29,2
E,v29,0
F,v29,0
G,v29,0
H,v29,0
I,v29,4
J,v29,0
A,v28,1
B,v28,0
C,v28,2
