group,variable,value
A,v40,3
B,v40,5
C,v40,3
D,v40,3
E,v40,2
F,v40,4
G,v40,7
H,v40,9
I,v40,4
J,v40,7
A,v39,1
B,v39,2
C,v39,2
D,v39,5
E,v39,6
F,v39,4
G,v39,4
H,v39,0
I,v39,2
J,v39,1
A,v38,2
B,v38,5
C,v38,1
D,v38,0
E,v38,1
F,v38,0
G,v38,1
H,v38,0
I,v38,1
J,v38,1
A,v37,0
B,v37,0
C,v37,0
D,v37,0
E,v37,1
F,v37,3
G,v37,3
H,v37,1
I,v37,2
J,v37,1
A,v36,0
B,v36,2
C,v36,4
D,v36,1
E,v36,0
F,v36,2
G,v36,0
H,v36,0
I,v36,4
J,v36,1
A,v35,5
B,v35,0
C,v35,2
D,v35,2
E,v35,0
F,v35,4
G,v35,5
H,v35,4
I,v35,5
J,v35,2
A,v34,8
B,v34,5
C,v34,1
D,v34,0
E,v34,3
F,v34,0
G,v34,0
H,v34,3
I,v34,2
J,v34,3
A,v33,0
B,v33,2
C,v33,2
D,v33,3
E,v33,2
F,v33,2
G,v33,2
H,v33,3
I,v33,1
J,v33,2
A,v32,2
B,v32,3
C,v32,1
D,v32,0
E,v32,4
F,v32,0
G,v32,2
H,v32,6
I,v32,5
J,v32,2
A,v31,1
B,v31,3
C,v31,3
D,v31,3
E,v31,3
F,v31,0
G,v31,5
H,v31,6
I,v31,4
J,v31,3
A,v30,1
B,v30,1
C,v30,1
D,v30,0
E,v30,7
F,v30,12
G,v30,5
H,v30,1
I,v30,3
J,v30,0
A,v29,5
B,v29,4
C,v29,2
D,v29,5
E,v29,3
F,v29,3
G,v29,3
H,v29,3
I,v29,1
J,v29,0
A,v28,1
B,v28,2
C,v28,5
D,v28,3
E,v28,2
F,v28,3
G,v28,2
H,v28,5
I,v28,2
J,v28,0
A,v27,3
B,v27,1
C,v27,1
D,v27,1
E,v27,1
F,v27,0
G,v27,0
H,v27,1
I,v27,1
J,v27,1
A,v26,5
B,v26,1
C,v26,1
D,v26,0
E,v26,5
F,v26,0
G,v26,1
H,v26,1
I,v26,0
