group,variable,value
A,v40,0
B,v40,0
C,v40,1
D,v40,0
E,v40,0
F,v40,1
G,v40,0
H,v40,1
I,v40,0
J,v40,0
A,v39,0
B,v39,4
C,v39,1
D,v39,2
E,v39,0
F,v39,3
G,v39,0
H,v39,2
I,v39,1
J,v39,2
A,v38,2
B,v38,1
C,v38,4
D,v38,3
E,v38,0
F,v38,3
G,v38,2
H,v38,0
I,v38,0
J,v38,2
A,v37,1
B,v37,0
C,v37,0
D,v37,0
E,v37,1
F,v37,1
G,v37,0
H,v37,0
I,v37,0
J,v37,0
A,v36,1
B,v36,1
C,v36,0
D,v36,1
E,v36,0
F,v36,0
G,v36,0
H,v36,1
I,v36,0
J,v36,0
A,v35,1
B,v35,0
C,v35,0
D,v35,0
E,v35,0
F,v35,2
G,v35,0
H,v35,1
I,v35,2
J,v35,1
A,v34,0
B,v34,0
C,v34,1
D,v34,0
E,v34,0
F,v34,0
G,v34,2
H,v34,0
I,v34,1
J,v34,1
A,v33,1
B,v33,0
C,v33,0
D,v33,0
E,v33,1
F,v33,0
G,v33,1
H,v33,1
I,v33,0
J,v33,0
A,v32,1
B,v32,0
C,v32,1
D,v32,2
E,v32,2
F,v32,1
G,v32,0
H,v32,0
I,v32,0
J,v32,0
A,v31,0
B,v31,0
C,v31,1
D,v31,2
E,v31,0
F,v31,1
G,v31,1
