group,variable,value
A,v40,1
B,v40,5
C,v40,2
D,v40,1
E,v40,1
F,v40,1
G,v40,0
H,v40,0
I,v40,1
J,v40,0
A,v39,1
B,v39,6
C,v39,0
D,v39,5
E,v39,8
F,v39,1
G,v39,4
H,v39,8
I,v39,1
J,v39,7
A,v38,2
B,v38,0
C,v38,4
D,v38,1
E,v38,0
F,v38,3
G,v38,3
H,v38,0
I,v38,2
J,v38,7
A,v37,4
B,v37,3
C,v37,2
D,v37,2
E,v37,0
F,v37,0
G,v37,1
H,v37,0
I,v37,1
J,v37,0
A,v36,3
B,v36,4
C,v36,1
D,v36,0
E,v36,2
F,v36,0
G,v36,1
H,v36,0
I,v36,1
J,v36,1
A,v35,5
B,v35,1
C,v35,2
D,v35,1
E,v35,2
F,v35,2
G,v35,2
H,v35,2
I,v35,0
J,v35,2
A,v34,0
B,v34,2
C,v34,1
D,v34,0
E,v34,2
F,v34,5
G,v34,5
H,v34,1
I,v34,2
J,v34,1
A,v33,1
B,v33,2
C,v33,0
D,v33,1
E,v33,5
F,v33,0
G,v33,1
H,v33,0
I,v33,0
J,v33,2
A,v32,0
B,v32,2
C,v32,4
D,v32,2
E,v32,4
F,v32,3
G,v32,1
