group,variable,value
A,v40,0
B,v40,5
C,v40,0
D,v40,0
E,v40,2
F,v40,0
G,v40,4
H,v40,0
I,v40,1
J,v40,0
A,v39,2
B,v39,1
C,v39,0
D,v39,0
E,v39,0
F,v39,3
G,v39,0
H,v39,0
I,v39,1
J,v39,0
A,v38,0
B,v38,1
C,v38,0
D,v38,2
E,v38,2
F,v38,5
G,v38,1
H,v38,1
I,v38,1
J,v38,2
A,v37,4
B,v37,0
C,v37,3
D,v37,3
E,v37,1
F,v37,0
G,v37,1
H,v37,0
I,v37,0
J,v37,2
A,v36,1
B,v36,2
C,v36,0
D,v36,0
E,v36,1
F,v36,0
G,v36,0
H,v36,1
I,v36,1
J,v36,7
A,v35,7
B,v35,0
C,v35,5
D,v35,1
E,v35,2
F,v35,1
G,v35,1
H,v35,7
I,v35,4
J,v35,4
A,v34,1
B,v34,1
C,v34,0
D,v34,1
E,v34,1
F,v34,4
G,v34,0
H,v34,2
I,v34,3
J,v34,2
A,v33,1
B,v33,3
C,v33,2
D,v33,0
E,v33,0
F,v33,0
G,v33,2
H,v33,2
I,v33,0
J,v33,0
A,v32,3
B,v32,2
C,v32,4
D,v32,2
E,v32,1
F,v32,4
G,v32,1
H,v32,0
I,v32,0
J,v32,3
A,v31,6
B,v31,1
C,v31,1
D,v31,0
E,v31,10
F,v31,6
G,v31,3
H,v31,10
I,v31,5
J,v31,5
A,v30,6
B,v30,1
C,v30,5
D,v30,7
E,v30,2
F,v30,5
G,v30,1
H,v30,2
I,v30,3
J,v30,2
A,v29,2
B,v29,3
C,v29,2
D,v29,0
E,v29,1
F,v29,1
G,v29,1
H,v29,0
I,v29,5
J,v29,1
A,v28,1
B,v28,0
C,v28,0
