group,variable,value
A,v40,2
B,v40,2
C,v40,0
D,v40,0
E,v40,3
F,v40,3
G,v40,1
H,v40,3
I,v40,1
J,v40,6
A,v39,8
B,v39,3
C,v39,1
D,v39,2
E,v39,1
F,v39,1
G,v39,2
H,v39,2
I,v39,0
J,v39,0
A,v38,1
B,v38,5
C,v38,3
D,v38,0
E,v38,2
F,v38,2
G,v38,1
H,v38,2
I,v38,2
J,v38,0
A,v37,1
B,v37,2
C,v37,2
D,v37,4
E,v37,5
F,v37,7
G,v37,1
H,v37,1
I,v37,0
J,v37,0
A,v36,2
B,v36,1
C,v36,4
D,v36,0
E,v36,1
F,v36,1
G,v36,3
H,v36,1
I,v36,0
J,v36,0
A,v35,0
B,v35,1
C,v35,0
D,v35,0
E,v35,4
F,v35,0
G,v35,0
H,v35,1
I,v35,1
J,v35,0
A,v34,0
B,v34,0
C,v34,1
D,v34,0
E,v34,1
F,v34,2
G,v34,5
H,v34,0
I,v34,1
J,v34,2
A,v33,4
B,v33,5
C,v33,1
D,v33,1
E,v33,0
F,v33,0
G,v33,0
H,v33,2
I,v33,0
J,v33,2
A,v32,1
B,v32,1
C,v32,1
D,v32,0
E,v32,0
F,v32,0
G,v32,2
H,v32,1
I,v32,0
J,v32,1
A,v31,0
B,v31,1
C,v31,3
D,v31,1
E,v31,2
F,v31,0
G,v31,3
H,v31,1
I,v31,0
J,v31,0
A,v30,0
B,v30,0
C,v30,0
D,v30,3
E,v30,2
F,v30,2
G,v30,0
H,v30,2
I,v30,5
J,v30,0
A,v29,1
B,v29,1
C,v29,3
D,v29,0
E,v29,1
F,v29,2
G,v29,1
H,v29,2
I,v29,6
J,v29,0
A,v28,3
B,v28,1
