group,variable,value
A,v40,1
B,v40,0
C,v40,3
D,v40,0
E,v40,1
F,v40,0
G,v40,0
H,v40,0
I,v40,1
J,v40,0
A,v39,1
B,v39,0
C,v39,3
D,v39,4
E,v39,8
F,v39,2
G,v39,3
H,v39,3
I,v39,4
J,v39,3
A,v38,0
B,v38,2
C,v38,2
D,v38,1
E,v38,0
F,v38,0
G,v38,1
H,v38,0
I,v38,1
J,v38,1
A,v37,1
B,v37,0
C,v37,0
D,v37,1
E,v37,0
F,v37,0
G,v37,1
H,v37,0
I,v37,0
J,v37,0
A,v36,1
B,v36,0
C,v36,0
D,v36,0
E,v36,2
F,v36,3
G,v36,3
H,v36,1
I,v36,0
J,v36,2
A,v35,0
B,v35,0
C,v35,0
D,v35,1
E,v35,0
F,v35,1
G,v35,0
H,v35,1
I,v35,0
J,v35,3
A,v34,1
B,v34,3
C,v34,3
D,v34,0
E,v34,1
F,v34,2
G,v34,0
H,v34,0
I,v34,1
J,v34,1
A,v33,0
B,v33,1
C,v33,4
D,v33,10
E,v33,0
F,v33,3
G,v33,1
H,v33,1
I,v33,4
J,v33,7
A,v32,7
B,v32,5
C,v32,0
D,v32,1
E,v32,2
F,v32,4
G,v32,2
H,v32,9
I,v32,4
J,v32,8
A,v31,4
B,v31,0
C,v31,6
D,v31,4
E,v31,2
F,v31,3
G,v31,3
H,v31,0
I,v31,1
J,v31,2
A,v30,1
B,v30,2
C,v30,8
D,v30,6
E,v30,1
F,v30,3
G,v30,2
H,v30,1
I,v30,1
J,v30,1
A,v29,1
B,v29,0
