group,variable,value
A,v40,1
B,v40,2
C,v40,0
D,v40,1
E,v40,0
F,v40,0
G,v40,0
H,v40,0
I,v40,0
J,v40,2
A,v39,1
B,v39,0
C,v39,1
D,v39,1
E,v39,0
F,v39,4
G,v39,0
H,v39,1
I,v39,0
J,v39,1
A,v38,1
B,v38,3
C,v38,3
D,v38,0
E,v38,3
F,v38,4
G,v38,0
H,v38,0
I,v38,4
J,v38,2
A,v37,0
B,v37,3
C,v37,1
D,v37,1
E,v37,2
F,v37,0
G,v37,0
H,v37,0
I,v37,2
J,v37,2
A,v36,3
B,v36,1
C,v36,4
D,v36,7
E,v36,1
F,v36,0
G,v36,0
H,v36,2
I,v36,1
J,v36,0
A,v35,0
B,v35,1
C,v35,1
D,v35,0
E,v35,1
F,v35,0
G,v35,1
H,v35,2
I,v35,2
J,v35,0
A,v34,0
B,v34,1
C,v34,1
D,v34,1
E,v34,10
F,v34,1
G,v34,2
H,v34,0
I,v34,2
J,v34,0
A,v33,11
B,v33,5
C,v33,4
D,v33,5
E,v33,4
F,v33,4
G,v33,3
H,v33,1
I,v33,3
J,v33,2
A,v32,7
B,v32,1
C,v32,1
D,v32,5
E,v32,5
F,v32,1
G,v32,1
H,v32,3
I,v32,6
J,v32,3
A,v31,4
B,v31,10
C,v31,0
D,v31,7
E,v31,7
F,v31,3
G,v31,4
H,v31,0
I,v31,2
J,v31,3
A,v30,3
B,v30,6
C,v30,3
D,v30,4
E,v30,1
F,v30,1
G,v30,2
H,v30,1
I,v30,2
J,v30,1
A,v29,0
B,v29,4
C,v29,4
D,v29,5
E,v29,0
F,v29,0
G,v29,2
H,v29,0
