group,variable,value
A,v40,2
B,v40,0
C,v40,1
D,v40,2
E,v40,0
F,v40,2
G,v40,2
H,v40,3
I,v40,1
J,v40,1
A,v39,0
B,v39,1
C,v39,1
D,v39,0
E,v39,0
F,v39,3
G,v39,0
H,v39,1
I,v39,0
J,v39,1
A,v38,1
B,v38,0
C,v38,1
D,v38,0
E,v38,0
F,v38,1
G,v38,0
H,v38,7
I,v38,7
J,v38,2
A,v37,1
B,v37,1
C,v37,3
D,v37,3
E,v37,2
F,v37,3
G,v37,2
H,v37,5
I,v37,4
J,v37,5
A,v36,3
B,v36,0
C,v36,0
D,v36,0
E,v36,0
F,v36,0
G,v36,2
H,v36,4
I,v36,1
J,v36,0
A,v35,1
B,v35,0
C,v35,0
D,v35,1
E,v35,1
F,v35,1
G,v35,0
H,v35,1
I,v35,0
J,v35,1
A,v34,1
B,v34,1
C,v34,0
D,v34,1
E,v34,1
F,v34,3
G,v34,2
H,v34,2
I,v34,1
J,v34,2
A,v33,1
B,v33,8
C,v33,4
D,v33,1
E,v33,0
F,v33,1
G,v33,1
H,v33,1
I,v33,3
J,v33,2
A,v32,2
B,v32,2
C,v32,0
D,v32,1
E,v32,0
F,v32,0
G,v32,2
H,v32,2
I,v32,1
J,v32,1
A,v31,1
B,v31,0
C,v31,0
D,v31,1
E,v31,1
F,v31,0
G,v31,1
H,v31,4
I,v31,2
J,v31,3
A,v30,1
B,v30,0
C,v30,0
D,v30,7
E,v30,2
F,v30,5
G,v30,2
H,v30,0
I,v30,1
J,v30,0
