group,variable,value
A,v40,1
B,v40,5
C,v40,3
D,v40,2
E,v40,3
F,v40,2
G,v40,1
H,v40,1
I,v40,0
J,v40,0
A,v39,3
B,v39,1
C,v39,2
D,v39,0
E,v39,1
F,v39,2
G,v39,1
H,v39,1
I,v39,0
J,v39,0
A,v38,4
B,v38,3
C,v38,4
D,v38,5
E,v38,5
F,v38,3
G,v38,5
H,v38,3
I,v38,5
J,v38,5
A,v37,5
B,v37,3
C,v37,5
D,v37,12
E,v37,5
F,v37,7
G,v37,5
H,v37,6
I,v37,5
J,v37,3
A,v36,4
B,v36,5
C,v36,3
D,v36,9
E,v36,3
F,v36,3
G,v36,6
H,v36,7
I,v36,0
J,v36,3
A,v35,2
B,v35,1
C,v35,3
D,v35,5
E,v35,0
F,v35,0
G,v35,1
H,v35,0
I,v35,0
J,v35,1
A,v34,0
B,v34,2
C,v34,0
D,v34,0
E,v34,1
F,v34,0
G,v34,3
H,v34,1
I,v34,0
J,v34,2
A,v33,1
B,v33,2
C,v33,3
D,v33,3
E,v33,2
F,v33,1
G,v33,1
H,v33,1
I,v33,1
J,v33,1
A,v32,1
B,v32,1
C,v32,2
D,v32,3
E,v32,1
F,v32,0
G,v32,0
H,v32,1
I,v32,2
J,v32,0
A,v31,4
B,v31,1
C,v31,0
D,v31,1
E,v31,2
F,v31,0
G,v31,1
H,v31,2
I,v31,1
J,v31,0
A,v30,0
B,v30,0
C,v30,3
D,v30,3
E,v30,1
F,v30,1
G,v30,1
H,v30,1
