group,variable,value
A,v40,1
B,v40,2
C,v40,1
D,v40,1
E,v40,0
F,v40,0
G,v40,2
H,v40,0
I,v40,1
J,v40,1
A,v39,0
B,v39,0
C,v39,0
D,v39,3
E,v39,1
F,v39,0
G,v39,1
H,v39,0
I,v39,0
J,v39,2
A,v38,0
B,v38,0
C,v38,0
D,v38,1
E,v38,0
F,v38,0
G,v38,1
H,v38,0
I,v38,0
J,v38,0
A,v37,0
B,v37,2
C,v37,0
D,v37,1
E,v37,0
F,v37,1
G,v37,2
H,v37,0
I,v37,0
J,v37,0
A,v36,0
B,v36,0
C,v36,0
D,v36,2
E,v36,1
F,v36,0
G,v36,1
H,v36,3
I,v36,1
J,v36,4
A,v35,2
B,v35,4
C,v35,6
D,v35,1
E,v35,5
F,v35,2
G,v35,5
H,v35,7
I,v35,2
J,v35,4
A,v34,2
B,v34,2
C,v34,1
D,v34,4
E,v34,1
F,v34,5
G,v34,9
H,v34,1
I,v34,4
J,v34,2
A,v33,7
B,v33,2
C,v33,1
D,v33,4
E,v33,0
F,v33,2
G,v33,2
H,v33,0
I,v33,0
J,v33,1
A,v32,1
B,v32,3
C,v32,1
D,v32,0
E,v32,0
F,v32,1
G,v32,5
H,v32,1
I,v32,4
J,v32,2
A,v31,1
B,v31,1
C,v31,0
D,v31,2
E,v31,0
F,v31,0
G,v31,1
H,v31,0
