group,variable,value
A,v40,2
B,v40,0
C,v40,0
D,v40,0
E,v40,0
F,v40,1
G,v40,0
H,v40,0
I,v40,2
J,v40,0
A,v39,7
B,v39,8
C,v39,0
D,v39,0
E,v39,1
F,v39,2
G,v39,1
H,v39,0
I,v39,2
J,v39,4
A,v38,2
B,v38,11
C,v38,4
D,v38,6
E,v38,1
F,v38,2
G,v38,1
H,v38,0
I,v38,2
J,v38,4
A,v37,0
B,v37,1
C,v37,4
D,v37,6
E,v37,2
F,v37,4
G,v37,1
H,v37,2
I,v37,3
J,v37,0
A,v36,4
B,v36,7
C,v36,6
D,v36,3
E,v36,3
F,v36,9
G,v36,2
H,v36,6
I,v36,10
J,v36,4
A,v35,0
B,v35,1
C,v35,0
D,v35,1
E,v35,1
F,v35,0
G,v35,4
H,v35,2
I,v35,0
J,v35,1
A,v34,1
B,v34,0
C,v34,0
D,v34,0
E,v34,0
F,v34,0
G,v34,1
H,v34,0
I,v34,0
J,v34,0
A,v33,1
B,v33,1
C,v33,4
D,v33,2
E,v33,0
F,v33,1
G,v33,0
H,v33,0
I,v33,0
J,v33,4
A,v32,2
B,v32,2
C,v32,2
D,v32,0
E,v32,1
F,v32,0
G,v32,3
H,v32,0
I,v32,3
J,v32,0
