group,variable,value
A,v40,2
B,v40,6
C,v40,0
D,v40,0
E,v40,6
F,v40,0
G,v40,0
H,v40,1
I,v40,2
J,v40,3
A,v39,0
B,v39,0
C,v39,0
D,v39,0
E,v39,0
F,v39,0
G,v39,1
H,v39,0
I,v39,2
J,v39,0
A,v38,1
B,v38,0
C,v38,1
D,v38,1
E,v38,0
F,v38,0
G,v38,1
H,v38,1
I,v38,2
J,v38,2
A,v37,2
B,v37,1
C,v37,1
D,v37,0
E,v37,2
F,v37,2
G,v37,6
H,v37,1
I,v37,1
J,v37,1
A,v36,0
B,v36,0
C,v36,0
D,v36,3
E,v36,2
F,v36,0
G,v36,0
H,v36,1
I,v36,0
J,v36,3
A,v35,5
B,v35,2
C,v35,0
D,v35,3
E,v35,4
F,v35,1
G,v35,5
H,v35,4
I,v35,1
J,v35,1
A,v34,0
B,v34,0
C,v34,0
D,v34,1
E,v34,1
F,v34,1
G,v34,0
H,v34,0
I,v34,0
J,v34,1
A,v33,2
B,v33,1
C,v33,2
D,v33,2
E,v33,2
F,v33,0
G,v33,0
H,v33,5
I,v33,1
J,v33,0
A,v32,0
B,v32,1
C,v32,1
D,v32,1
E,v32,2
F,v32,1
G,v32,2
H,v32,3
I,v32,0
J,v32,0
A,v31,2
B,v31,1
C,v31,1
D,v31,0
E,v31,1
F,v31,4
G,v31,2
H,v31,1
I,v31,0
J,v31,1
A,v30,0
B,v30,2
C,v30,0
D,v30,2
E,v30,1
F,v30,4
G,v30,6
H,v30,4
I,v30,6
J,v30,5
A,v29,5
B,v29,8
C,v29,9
D,v29,3
E,v29,2
F,v29,11
G,v29,3
H,v29,3
I,v29,7
J,v29,2
A,v28,1
B,v28,5
C,v28,6
D,v28,0
E,v28,1
F,v28,2
G,v28,2
H,v28,3
I,v28,7
J,v28,3
