group,variable,value
A,v40,0
B,v40,1
C,v40,4
D,v40,1
E,v40,5
F,v40,5
G,v40,2
H,v40,1
I,v40,2
J,v40,1
A,v39,0
B,v39,0
C,v39,3
D,v39,0
E,v39,1
F,v39,0
G,v39,2
H,v39,0
I,v39,0
J,v39,0
A,v38,0
B,v38,0
C,v38,0
D,v38,0
E,v38,1
F,v38,2
G,v38,4
H,v38,2
I,v38,2
J,v38,1
A,v37,1
B,v37,1
C,v37,6
D,v37,7
E,v37,5
F,v37,4
G,v37,7
H,v37,0
I,v37,1
J,v37,2
A,v36,0
B,v36,3
C,v36,3
D,v36,0
E,v36,1
F,v36,1
G,v36,3
H,v36,1
I,v36,0
J,v36,0
A,v35,0
B,v35,0
C,v35,2
D,v35,2
E,v35,2
F,v35,2
G,v35,3
H,v35,4
I,v35,2
J,v35,0
A,v34,3
B,v34,1
C,v34,2
D,v34,0
E,v34,2
F,v34,0
G,v34,0
H,v34,0
I,v34,0
J,v34,1
A,v33,0
B,v33,1
C,v33,0
D,v33,1
E,v33,0
F,v33,1
G,v33,1
H,v33,5
I,v33,1
J,v33,3
A,v32,0
B,v32,0
C,v32,0
D,v32,1
E,v32,2
F,v32,0
G,v32,0
H,v32,1
I,v32,0
J,v32,3
A,v31,1
B,v31,1
C,v31,0
D,v31,0
E,v31,0
F,v31,0
G,v31,0
H,v31,0
I,v31,0
J,v31,0
A,v30,0
B,v30,2
C,v30,1
D,v30,0
E,v30,0
F,v30,0
G,v30,0
H,v30,0
I,v30,1
J,v30,7
A,v29,0
B,v29,0
C,v29,0
D,v29,1
E,v29,6
F,v29,8
G,v29,0
H,v29,2
I,v29,6
J,v29,0
A,v28,1
B,v28,6
C,v28,5
D,v28,6
E,v28,6
F,v28,8
G,v28,2
H,v28,0
I,v28,7
J,v28,1
A,v27,2
B,v27,7
C,v27,6
D,v27,3
E,v27,4
F,v27,2
G,v27,2
H,v27,1
I,v27,1
J,v27,11
A,v26,4
B,v26,2
C,v26,1
D,v26,1
E,v26,0
