group,variable,value
A,v40,1
B,v40,1
C,v40,1
D,v40,4
E,v40,0
F,v40,1
G,v40,0
H,v40,4
I,v40,3
J,v40,0
A,v39,0
B,v39,0
C,v39,1
D,v39,0
E,v39,0
F,v39,3
G,v39,1
H,v39,0
I,v39,0
J,v39,1
A,v38,0
B,v38,0
C,v38,0
D,v38,0
E,v38,0
F,v38,0
G,v38,2
H,v38,1
I,v38,0
J,v38,0
A,v37,2
B,v37,1
C,v37,0
D,v37,1
E,v37,0
F,v37,3
G,v37,0
H,v37,1
I,v37,4
J,v37,0
A,v36,2
B,v36,0
C,v36,0
D,v36,1
E,v36,2
F,v36,2
G,v36,9
H,v36,2
I,v36,0
J,v36,0
A,v35,1
B,v35,0
C,v35,1
D,v35,0
E,v35,0
F,v35,1
G,v35,0
H,v35,2
I,v35,0
J,v35,0
A,v34,3
B,v34,4
C,v34,4
D,v34,4
E,v34,4
F,v34,4
G,v34,3
H,v34,1
I,v34,1
J,v34,3
A,v33,5
B,v33,6
C,v33,2
D,v33,3
E,v33,2
F,v33,2
G,v33,8
H,v33,3
I,v33,4
J,v33,6
A,v32,4
B,v32,3
C,v32,4
D,v32,3
E,v32,5
F,v32,1
G,v32,0
H,v32,4
I,v32,1
J,v32,3
A,v31,0
B,v31,0
C,v31,0
D,v31,0
E,v31,4
