group,variable,value
A,v40,0
B,v40,0
C,v40,3
D,v40,0
E,v40,0
F,v40,0
G,v40,2
H,v40,0
I,v40,3
J,v40,2
A,v39,0
B,v39,1
C,v39,0
D,v39,1
E,v39,0
F,v39,0
G,v39,0
H,v39,2
I,v39,2
J,v39,6
A,v38,2
B,v38,0
C,v38,2
D,v38,2
E,v38,1
F,v38,5
G,v38,1
H,v38,3
I,v38,0
J,v38,0
A,v37,2
B,v37,3
C,v37,0
D,v37,2
E,v37,0
F,v37,2
G,v37,2
H,v37,2
I,v37,1
J,v37,1
A,v36,1
B,v36,0
C,v36,1
D,v36,2
E,v36,1
F,v36,1
G,v36,0
H,v36,0
I,v36,2
J,v36,7
A,v35,6
B,v35,5
C,v35,1
D,v35,0
E,v35,0
F,v35,2
G,v35,0
H,v35,0
I,v35,0
J,v35,0
A,v34,0
B,v34,5
C,v34,3
D,v34,6
E,v34,3
F,v34,3
G,v34,2
H,v34,2
I,v34,3
J,v34,6
A,v33,6
B,v33,5
C,v33,9
D,v33,1
E,v33,2
F,v33,2
G,v33,0
H,v33,0
I,v33,2
J,v33,0
A,v32,3
B,v32,4
C,v32,2
D,v32,0
E,v32,0
F,v32,1
G,v32,2
H,v32,0
I,v32,1
J,v32,2
A,v31,8
B,v31,6
C,v31,3
D,v31,4
E,v31,2
F,v31,1
G,v31,2
H,v31,3
I,v31,2
J,v31,7
A,v30,1
B,v30,0
C,v30,3
D,v30,2
E,v30,1
F,v30,4
G,v30,1
H,v30,0
I,v30,2
J,v30,1
A,v29,2
B,v29,1
C,v29,0
D,v29,1
E,v29,0
F,v29,0
G,v29,0
H,v29,0
I,v29,2
J,v29,2
A,v28,1
B,v28,3
C,v28,0
D,v28,0
E,v28,2
F,v28,0
G,v28,0
H,v28,0
I,v28,0
J,v28,0
A,v27,3
