group,variable,value
A,v40,0
B,v40,1
C,v40,0
D,v40,2
E,v40,0
F,v40,6
G,v40,5
H,v40,0
I,v40,3
J,v40,4
A,v39,3
B,v39,7
C,v39,6
D,v39,4
E,v39,4
F,v39,4
G,v39,0
H,v39,2
I,v39,11
J,v39,4
A,v38,9
B,v38,3
C,v38,3
D,v38,12
E,v38,9
F,v38,3
G,v38,1
H,v38,3
I,v38,3
J,v38,0
A,v37,0
B,v37,2
C,v37,1
D,v37,2
E,v37,0
F,v37,0
G,v37,1
H,v37,1
I,v37,0
J,v37,0
A,v36,0
B,v36,1
C,v36,2
D,v36,1
E,v36,5
F,v36,4
G,v36,3
H,v36,4
I,v36,6
J,v36,2
A,v35,1
B,v35,0
C,v35,3
D,v35,3
E,v35,0
F,v35,1
G,v35,0
H,v35,1
I,v35,1
J,v35,0
A,v34,0
B,v34,3
C,v34,3
D,v34,3
E,v34,5
F,v34,3
G,v34,1
H,v34,0
I,v34,8
J,v34,5
A,v33,2
B,v33,0
C,v33,1
D,v33,0
E,v33,0
F,v33,0
G,v33,4
H,v33,5
I,v33,0
J,v33,0
A,v32,0
B,v32,0
C,v32,0
D,v32,2
E,v32,1
F,v32,1
G,v32,0
H,v32,2
I,v32,0
J,v32,0
A,v31,0
B,v31,1
C,v31,0
D,v31,1
E,v31,0
F,v31,0
G,v31,0
H,v31,2
I,v31,1
J,v31,1
A,v30,1
B,v30,1
C,v30,5
D,v30,1
