group,variable,value
A,v40,0
B,v40,4
C,v40,1
D,v40,1
E,v40,0
F,v40,1
G,v40,1
H,v40,1
I,v40,2
J,v40,0
A,v39,1
B,v39,0
C,v39,0
D,v39,1
E,v39,3
F,v39,0
G,v39,1
H,v39,1
I,v39,2
J,v39,2
A,v38,0
B,v38,0
C,v38,3
D,v38,1
E,v38,5
F,v38,3
G,v38,0
H,v38,1
I,v38,5
J,v38,0
A,v37,0
B,v37,1
C,v37,0
D,v37,1
E,v37,2
F,v37,1
G,v37,0
H,v37,0
I,v37,0
J,v37,3
A,v36,0
B,v36,1
C,v36,2
D,v36,4
E,v36,3
F,v36,2
G,v36,4
H,v36,2
I,v36,3
J,v36,2
A,v35,0
B,v35,0
C,v35,1
D,v35,2
E,v35,0
F,v35,4
G,v35,1
H,v35,0
I,v35,1
J,v35,2
A,v34,4
B,v34,3
C,v34,0
D,v34,0
E,v34,1
F,v34,6
G,v34,5
H,v34,2
I,v34,2
J,v34,3
A,v33,0
B,v33,1
C,v33,2
D,v33,2
E,v33,4
F,v33,2
G,v33,4
H,v33,1
I,v33,4
J,v33,0
A,v32,0
B,v32,4
C,v32,0
D,v32,0
E,v32,0
F,v32,1
G,v32,1
H,v32,0
I,v32,0
J,v32,3
A,v31,2
B,v31,0
C,v31,3
D,v31,3
E,v31,2
F,v31,0
G,v31,0
H,v31,3
I,v31,0
J,v31,0
A,v30,2
B,v30,1
C,v30,0
D,v30,0
E,v30,0
F,v30,0
G,v30,1
H,v30,1
I,v30,1
J,v30,3
A,v29,2
B,v29,3
C,v29,3
