group,variable,value
A,v40,0
B,v40,0
C,v40,0
D,v40,0
E,v40,1
F,v40,1
G,v40,3
H,v40,3
I,v40,1
J,v40,0
A,v39,4
B,v39,2
C,v39,4
D,v39,7
E,v39,7
F,v39,11
G,v39,6
H,v39,0
I,v39,0
J,v39,0
A,v38,2
B,v38,2
C,v38,0
D,v38,2
E,v38,2
F,v38,3
G,v38,1
H,v38,2
I,v38,1
J,v38,1
A,v37,3
B,v37,3
C,v37,0
D,v37,3
E,v37,2
F,v37,1
G,v37,2
H,v37,1
I,v37,0
J,v37,1
A,v36,1
B,v36,2
C,v36,3
D,v36,2
E,v36,4
F,v36,5
G,v36,0
H,v36,2
I,v36,5
J,v36,6
A,v35,6
B,v35,6
C,v35,1
D,v35,6
E,v35,4
F,v35,3
G,v35,5
H,v35,7
I,v35,2
J,v35,9
A,v34,3
B,v34,1
C,v34,5
D,v34,9
E,v34,7
F,v34,5
G,v34,3
H,v34,3
I,v34,5
J,v34,4
A,v33,1
B,v33,2
C,v33,4
D,v33,3
E,v33,4
F,v33,2
G,v33,4
H,v33,2
I,v33,5
J,v33,3
A,v32,6
B,v32,3
C,v32,1
D,v32,2
E,v32,0
F,v32,0
G,v32,2
H,v32,5
I,v32,2
J,v32,1
A,v31,0
B,v31,4
C,v31,1
D,v31,0
E,v31,1
F,v31,3
G,v31,4
H,v31,5
I,v31,1
J,v31,3
A,v30,3
B,v30,1
C,v30,0
D,v30,3
E,v30,7
F,v30,7
G,v30,6
H,v30,6
I,v30,3
J,v30,7
A,v29,7
B,v29,2
C,v29,3
D,v29,0
