group,variable,value
A,v40,2
B,v40,1
C,v40,0
D,v40,2
E,v40,0
F,v40,2
G,v40,0
H,v40,0
I,v40,0
J,v40,2
A,v39,1
B,v39,1
C,v39,3
D,v39,2
E,v39,0
F,v39,0
G,v39,1
H,v39,0
I,v39,0
J,v39,0
A,v38,2
B,v38,0
C,v38,1
D,v38,0
E,v38,0
F,v38,0
G,v38,0
H,v38,0
I,v38,1
J,v38,1
A,v37,0
B,v37,1
C,v37,0
D,v37,0
E,v37,0
F,v37,0
G,v37,0
H,v37,1
I,v37,0
J,v37,0
A,v36,0
B,v36,0
C,v36,0
D,v36,0
E,v36,2
F,v36,0
G,v36,1
H,v36,1
I,v36,4
J,v36,1
A,v35,1
B,v35,5
C,v35,2
D,v35,0
E,v35,1
F,v35,2
G,v35,1
H,v35,4
I,v35,1
J,v35,0
A,v34,7
B,v34,4
C,v34,4
D,v34,0
E,v34,0
F,v34,1
G,v34,1
H,v34,1
I,v34,8
J,v34,3
A,v33,4
B,v33,1
C,v33,3
D,v33,3
E,v33,1
F,v33,0
G,v33,3
H,v33,5
I,v33,11
J,v33,5
A,v32,2
B,v32,0
C,v32,0
D,v32,3
E,v32,2
F,v32,4
G,v32,5
H,v32,3
I,v32,5
J,v32,2
A,v31,3
B,v31,7
C,v31,4
D,v31,5
E,v31,2
F,v31,0
G,v31,0
H,v31,0
I,v31,1
J,v31,1
A,v30,0
B,v30,1
C,v30,2
D,v30,4
E,v30,6
F,v30,2
G,v30,1
H,v30,0
I,v30,0
J,v30,5
A,v29,0
B,v29,1
C,v29,1
D,v29,0
E,v29,3
F,v29,4
G,v29,6
H,v29,2
I,v29,6
J,v29,5
A,v28,10
B,v28,5
C,v28,2
D,v28,5
E,v28,4
F,v28,3
G,v28,4
H,v28,4
I,v28,0
J,v28,3
A,v27,0
B,v27,1
C,v27,2
