group,variable,value
A,v40,3
B,v40,2
C,v40,6
D,v40,3
E,v40,2
F,v40,2
G,v40,0
H,v40,2
I,v40,1
J,v40,0
A,v39,0
B,v39,2
C,v39,0
D,v39,1
E,v39,0
F,v39,1
G,v39,1
H,v39,2
I,v39,1
J,v39,0
A,v38,2
B,v38,3
C,v38,2
D,v38,1
E,v38,1
F,v38,1
G,v38,2
H,v38,2
I,v38,1
J,v38,1
A,v37,2
B,v37,0
C,v37,0
D,v37,3
E,v37,1
F,v37,2
G,v37,2
H,v37,3
I,v37,2
J,v37,0
A,v36,4
B,v36,5
C,v36,2
D,v36,9
E,v36,6
F,v36,1
G,v36,0
H,v36,1
I,v36,1
J,v36,0
A,v35,0
B,v35,0
C,v35,0
D,v35,0
E,v35,0
F,v35,1
G,v35,5
H,v35,3
I,v35,2
J,v35,0
A,v34,0
B,v34,0
C,v34,0
D,v34,0
E,v34,1
F,v34,1
G,v34,1
H,v34,0
I,v34,0
J,v34,2
A,v33,1
B,v33,3
C,v33,0
D,v33,0
E,v33,0
F,v33,0
G,v33,2
H,v33,1
I,v33,1
J,v33,2
A,v32,2
B,v32,0
C,v32,2
D,v32,0
E,v32,3
F,v32,1
G,v32,1
H,v32,0
I,v32,5
J,v32,5
A,v31,6
B,v31,5
C,v31,2
D,v31,4
E,v31,3
F,v31,2
G,v31,1
H,v31,0
I,v31,2
J,v31,1
A,v30,2
B,v30,1
C,v30,0
D,v30,1
E,v30,0
F,v30,1
G,v30,0
H,v30,1
