group,variable,value
A,v40,0
B,v40,2
C,v40,2
D,v40,0
E,v40,1
F,v40,2
G,v40,1
H,v40,1
I,v40,0
J,v40,1
A,v39,3
B,v39,1
C,v39,2
D,v39,4
E,v39,0
F,v39,0
G,v39,1
H,v39,8
I,v39,0
J,v39,4
A,v38,2
B,v38,1
C,v38,1
D,v38,2
E,v38,3
F,v38,0
G,v38,1
H,v38,5
I,v38,0
J,v38,1
A,v37,4
B,v37,0
C,v37,12
D,v37,9
E,v37,3
F,v37,2
G,v37,2
H,v37,0
I,v37,0
J,v37,4
A,v36,2
B,v36,1
C,v36,5
D,v36,0
E,v36,2
F,v36,1
G,v36,1
H,v36,3
I,v36,0
J,v36,0
A,v35,0
B,v35,0
C,v35,1
D,v35,0
E,v35,0
F,v35,6
G,v35,3
H,v35,5
I,v35,3
J,v35,1
A,v34,2
B,v34,2
C,v34,3
D,v34,6
E,v34,4
F,v34,2
G,v34,2
H,v34,4
I,v34,6
J,v34,3
A,v33,1
B,v33,2
C,v33,0
D,v33,2
E,v33,8
F,v33,3
G,v33,3
H,v33,4
I,v33,12
J,v33,3
A,v32,5
B,v32,5
C,v32,0
D,v32,8
E,v32,3
F,v32,4
G,v32,8
H,v32,1
I,v32,6
J,v32,1
A,v31,0
B,v31,1
C,v31,3
D,v31,2
E,v31,2
F,v31,3
G,v31,3
H,v31,7
I,v31,0
J,v31,1
A,v30,3
B,v30,5
C,v30,5
D,v30,1
E,v30,2
F,v30,8
G,v30,3
H,v30,2
I,v30,1
J,v30,2
A,v29,0
B,v29,1
C,v29,0
D,v29,1
E,v29,1
F,v29,1
G,v29,3
H,v29,4
I,v29,3
J,v29,3
A,v28,1
