group,variable,value
A,v40,26
B,v40,30
C,v40,25
D,v40,30
E,v40,24
F,v40,20
G,v40,34
H,v40,33
I,v40,30
J,v40,22
A,v39,42
B,v39,24
C,v39,31
D,v39,23
E,v39,25
F,v39,22
G,v39,31
H,v39,32
I,v39,30
J,v39,29
A,v38,29
B,v38,45
C,v38,33
D,v38,22
E,v38,31
F,v38,34
G,v38,26
H,v38,16
I,v38,32
J,v38,17
A,v37,68
B,v37,31
C,v37,22
D,v37,49
E,v37,40
F,v37,43
G,v37,54
H,v37,37
I,v37,29
J,v37,18
A,v36,39
B,v36,21
C,v36,22
D,v36,31
E,v36,51
F,v36,27
G,v36,24
H,v36,34
I,v36,34
J,v36,46
A,v35,28
B,v35,16
C,v35,29
D,v35,33
E,v35,21
F,v35,45
G,v35,32
H,v35,24
I,v35,46
J,v35,34
A,v34,19
B,v34,45
C,v34,36
D,v34,39
E,v34,37
F,v34,34
G,v34,35
H,v34,50
I,v34,49
J,v34,23
A,v33,17
B,v33,23
C,v33,128
D,v33,32
E,v33,30
F,v33,32
G,v33,43
H,v33,23
I,v33,38
J,v33,37
A,v32,21
B,v32,24
C,v32,19
D,v32,22
E,v32,28
F,v32,20
G,v32,26
H,v32,29
I,v32,24
J,v32,30
A,v31,26
B,v31,41
C,v31,58
D,v31,40
E,v31,37
F,v31,17
G,v31,21
H,v31,22
I,v31,32
J,v31,20
A,v30,34
B,v30,36
C,v30,53
D,v30,28
E,v30,24
F,v30,30
G,v30,28
H,v30,20
I,v30,24
J,v30,23
A,v29,51
B,v29,27
C,v29,33
D,v29,25
E,v29,23
F,v29,20
G,v29,49
H,v29,40
I,v29,41
J,v29,40
A,v28,48
