group,variable,value
A,v40,61
B,v40,39
C,v40,35
D,v40,42
E,v40,34
F,v40,26
G,v40,26
H,v40,38
I,v40,33
J,v40,34
A,v39,50
B,v39,39
C,v39,37
D,v39,27
E,v39,30
F,v39,40
G,v39,31
H,v39,32
I,v39,29
J,v39,36
A,v38,28
B,v38,34
C,v38,29
D,v38,29
E,v38,22
F,v38,32
G,v38,26
H,v38,54
I,v38,29
J,v38,65
A,v37,49
B,v37,38
C,v37,31
D,v37,40
E,v37,32
F,v37,29
G,v37,22
H,v37,52
I,v37,39
J,v37,29
A,v36,29
B,v36,26
C,v36,25
D,v36,33
E,v36,19
F,v36,21
G,v36,25
H,v36,35
I,v36,41
J,v36,138
A,v35,24
B,v35,19
C,v35,34
D,v35,30
E,v35,52
F,v35,56
G,v35,28
H,v35,23
I,v35,36
J,v35,22
A,v34,36
B,v34,26
C,v34,20
D,v34,19
E,v34,41
F,v34,25
G,v34,24
H,v34,37
I,v34,76
J,v34,45
A,v33,28
B,v33,29
C,v33,23
D,v33,30
E,v33,28
F,v33,18
G,v33,20
H,v33,40
I,v33,50
J,v33,30
A,v32,114
B,v32,26
C,v32,78
D,v32,43
E,v32,36
F,v32,22
G,v32,52
H,v32,51
I,v32,30
J,v32,42
A,v31,18
B,v31,17
C,v31,33
D,v31,47
E,v31,26
F,v31,46
G,v31,30
H,v31,17
I,v31,36
J,v31,36
A,v30,20
B,v30,22
C,v30,20
D,v30,20
E,v30,25
F,v30,49
G,v30,52
H,v30,30
I,v30,33
J,v30,22
A,v29,25
B,v29,43
C,v29,54
D,v29,19
E,v29,36
F,v29,45
G,v29,29
H,v29,20
I,v29,22
J,v29,21
A,v28,26
B,v28,21
C,v28,24
D,v28,48
E,v28,36
F,v28,50
G,v28,28
H,v28,24
I,v28,34
J,v28,29
A,v27,26
B,v27,31
C,v27,27
D,v27,26
E,v27,20
F,v27,26
G,v27,16
H,v27,35
I,v27,19
J,v27,49
A,v26,19
B,v26,34
C,v26,40
D,v26,24
E,v26,24
F,v26,30
G,v26,24
H,v26,22
