group,variable,value
A,v40,51
B,v40,46
C,v40,31
D,v40,30
E,v40,20
F,v40,34
G,v40,36
H,v40,31
I,v40,45
J,v40,45
A,v39,18
B,v39,39
C,v39,72
D,v39,34
E,v39,47
F,v39,26
G,v39,24
H,v39,49
I,v39,29
J,v39,38
A,v38,27
B,v38,56
C,v38,44
D,v38,56
E,v38,31
F,v38,52
G,v38,37
H,v38,26
I,v38,36
J,v38,33
A,v37,28
B,v37,25
C,v37,25
D,v37,23
E,v37,19
F,v37,17
G,v37,39
H,v37,32
I,v37,49
J,v37,36
A,v36,31
B,v36,48
C,v36,26
D,v36,38
E,v36,36
F,v36,30
G,v36,36
H,v36,23
I,v36,56
J,v36,31
A,v35,22
B,v35,19
C,v35,51
D,v35,24
E,v35,35
F,v35,40
G,v35,27
H,v35,35
I,v35,36
J,v35,35
A,v34,29
B,v34,51
C,v34,42
D,v34,30
E,v34,48
F,v34,30
G,v34,29
H,v34,30
I,v34,28
J,v34,49
A,v33,30
B,v33,43
C,v33,48
D,v33,53
E,v33,24
F,v33,33
G,v33,20
H,v33,35
I,v33,31
J,v33,29
A,v32,40
B,v32,46
C,v32,50
D,v32,26
E,v32,50
F,v32,33
G,v32,94
H,v32,66
I,v32,24
J,v32,23
A,v31,31
B,v31,29
C,v31,41
D,v31,27
E,v31,32
F,v31,40
G,v31,29
H,v31,37
I,v31,141
J,v31,35
A,v30,30
B,v30,19
C,v30,21
D,v30,25
E,v30,25
F,v30,25
G,v30,49
H,v30,40
I,v30,80
J,v30,36
A,v29,24
B,v29,46
C,v29,28
D,v29,25
E,v29,52
F,v29,24
G,v29,36
H,v29,31
I,v29,27
J,v29,22
A,v28,21
