group,variable,value
A,v40,31
B,v40,38
C,v40,30
D,v40,51
E,v40,30
F,v40,30
G,v40,25
H,v40,26
I,v40,38
J,v40,31
A,v39,38
B,v39,29
C,v39,42
D,v39,40
E,v39,24
F,v39,26
G,v39,20
H,v39,19
I,v39,32
J,v39,23
A,v38,42
B,v38,21
C,v38,23
D,v38,46
E,v38,38
F,v38,26
G,v38,17
H,v38,18
I,v38,25
J,v38,26
A,v37,31
B,v37,34
C,v37,49
D,v37,30
E,v37,26
F,v37,61
G,v37,16
H,v37,27
I,v37,20
J,v37,17
A,v36,33
B,v36,17
C,v36,25
D,v36,37
E,v36,72
F,v36,72
G,v36,25
H,v36,34
I,v36,38
J,v36,22
A,v35,51
B,v35,50
C,v35,24
D,v35,25
E,v35,20
F,v35,25
G,v35,29
H,v35,29
I,v35,37
J,v35,27
A,v34,26
B,v34,23
C,v34,38
D,v34,24
E,v34,26
F,v34,18
G,v34,25
H,v34,36
I,v34,34
J,v34,20
A,v33,27
B,v33,22
C,v33,38
D,v33,28
E,v33,29
F,v33,43
G,v33,29
H,v33,28
I,v33,28
J,v33,22
A,v32,41
B,v32,40
C,v32,52
D,v32,26
E,v32,74
F,v32,42
G,v32,48
H,v32,32
I,v32,51
J,v32,32
A,v31,28
B,v31,30
C,v31,50
D,v31,34
E,v31,28
F,v31,36
G,v31,33
H,v31,33
I,v31,43
J,v31,25
A,v30,40
B,v30,52
C,v30,48
D,v30,24
E,v30,51
F,v30,26
G,v30,31
H,v30,54
I,v30,32
J,v30,24
A,v29,26
B,v29,30
C,v29,38
D,v29,34
E,v29,53
F,v29,26
G,v29,54
H,v29,41
I,v29,36
J,v29,31
A,v28,34
B,v28,40
C,v28,34
D,v28,28
E,v28,33
F,v28,35
G,v28,24
H,v28,38
I,v28,64
J,v28,59
A,v27,30
B,v27,22
