group,variable,value
A,v40,26
B,v40,16
C,v40,24
D,v40,21
E,v40,21
F,v40,19
G,v40,19
H,v40,20
I,v40,27
J,v40,29
A,v39,39
B,v39,18
C,v39,28
D,v39,22
E,v39,23
F,v39,26
G,v39,22
H,v39,20
I,v39,25
J,v39,27
A,v38,27
B,v38,34
C,v38,29
D,v38,18
E,v38,28
F,v38,24
G,v38,25
H,v38,25
I,v38,26
J,v38,45
A,v37,18
B,v37,16
C,v37,18
D,v37,23
E,v37,24
F,v37,24
G,v37,28
H,v37,27
I,v37,23
J,v37,23
A,v36,20
B,v36,25
C,v36,22
D,v36,22
E,v36,21
F,v36,20
G,v36,17
H,v36,16
I,v36,26
J,v36,37
A,v35,41
B,v35,20
C,v35,20
D,v35,21
E,v35,27
F,v35,24
G,v35,25
H,v35,24
I,v35,25
J,v35,25
A,v34,30
B,v34,17
C,v34,32
D,v34,30
E,v34,22
F,v34,26
G,v34,21
H,v34,22
I,v34,25
J,v34,24
A,v33,20
B,v33,36
C,v33,29
D,v33,28
E,v33,26
F,v33,25
G,v33,26
H,v33,20
I,v33,22
J,v33,27
A,v32,27
B,v32,21
C,v32,16
D,v32,39
E,v32,23
F,v32,24
G,v32,24
H,v32,24
I,v32,23
J,v32,32
A,v31,28
B,v31,23
C,v31,33
D,v31,27
E,v31,36
F,v31,38
