group,variable,value
A,v40,24
B,v40,26
C,v40,18
D,v40,30
E,v40,29
F,v40,20
G,v40,23
H,v40,27
I,v40,21
J,v40,35
A,v39,33
B,v39,36
C,v39,29
D,v39,24
E,v39,37
F,v39,35
G,v39,38
H,v39,58
I,v39,40
J,v39,24
A,v38,40
B,v38,25
C,v38,32
D,v38,24
E,v38,21
F,v38,17
G,v38,22
H,v38,44
I,v38,25
J,v38,28
A,v37,40
B,v37,26
C,v37,16
D,v37,32
E,v37,29
F,v37,35
G,v37,28
H,v37,39
I,v37,19
J,v37,22
A,v36,40
B,v36,26
C,v36,28
D,v36,24
E,v36,27
F,v36,30
G,v36,25
H,v36,36
I,v36,38
J,v36,29
A,v35,29
B,v35,75
C,v35,37
D,v35,22
E,v35,25
F,v35,36
G,v35,31
H,v35,30
I,v35,22
J,v35,21
A,v34,30
B,v34,26
C,v34,21
D,v34,24
E,v34,32
F,v34,40
G,v34,66
H,v34,23
I,v34,28
J,v34,30
A,v33,33
B,v33,49
C,v33,40
D,v33,50
E,v33,34
F,v33,32
G,v33,18
H,v33,31
I,v33,25
J,v33,38
A,v32,23
B,v32,37
C,v32,42
D,v32,27
E,v32,28
F,v32,54
G,v32,22
H,v32,40
I,v32,33
J,v32,21
A,v31,30
B,v31,40
C,v31,29
D,v31,25
E,v31,55
F,v31,42
G,v31,41
H,v31,32
I,v31,31
J,v31,50
A,v30,24
B,v30,55
C,v30,24
D,v30,32
E,v30,39
F,v30,26
G,v30,25
H,v30,29
I,v30,27
J,v30,31
A,v29,24
B,v29,45
C,v29,48
D,v29,34
E,v29,40
F,v29,39
G,v29,47
H,v29,26
I,v29,24
J,v29,30
A,v28,26
B,v28,35
C,v28,20
D,v28,30
E,v28,49
F,v28,27
G,v28,23
H,v28,20
I,v28,61
J,v28,31
A,v27,26
B,v27,52
C,v27,20
D,v27,22
