group,variable,value
A,v40,26
B,v40,25
C,v40,18
D,v40,34
E,v40,46
F,v40,38
G,v40,78
H,v40,66
I,v40,39
J,v40,24
A,v39,25
B,v39,33
C,v39,39
D,v39,32
E,v39,22
F,v39,34
G,v39,28
H,v39,24
I,v39,28
J,v39,50
A,v38,27
B,v38,28
C,v38,25
D,v38,32
E,v38,23
F,v38,23
G,v38,17
H,v38,33
I,v38,26
J,v38,26
A,v37,17
B,v37,28
C,v37,31
D,v37,23
E,v37,62
F,v37,26
G,v37,26
H,v37,25
I,v37,27
J,v37,28
A,v36,36
B,v36,21
C,v36,22
D,v36,23
E,v36,24
F,v36,44
G,v36,21
H,v36,30
I,v36,23
J,v36,32
A,v35,21
B,v35,29
C,v35,24
D,v35,20
E,v35,24
F,v35,19
G,v35,22
H,v35,25
I,v35,29
J,v35,15
A,v34,22
B,v34,22
C,v34,23
D,v34,39
E,v34,48
F,v34,24
G,v34,28
H,v34,27
I,v34,25
J,v34,31
A,v33,21
B,v33,78
C,v33,37
D,v33,28
E,v33,37
F,v33,47
G,v33,18
H,v33,24
I,v33,17
J,v33,30
A,v32,28
B,v32,25
C,v32,27
D,v32,28
E,v32,32
F,v32,23
G,v32,22
H,v32,16
I,v32,27
J,v32,17
A,v31,19
B,v31,44
C,v31,36
D,v31,23
E,v31,28
F,v31,31
G,v31,48
H,v31,26
I,v31,37
J,v31,19
A,v30,30
B,v30,47
C,v30,38
D,v30,33
E,v30,29
F,v30,44
G,v30,20
