group,variable,value
A,v40,39
B,v40,31
C,v40,24
D,v40,27
E,v40,24
F,v40,25
G,v40,36
H,v40,27
I,v40,27
J,v40,34
A,v39,33
B,v39,47
C,v39,55
D,v39,28
E,v39,26
F,v39,27
G,v39,28
H,v39,20
I,v39,46
J,v39,30
A,v38,21
B,v38,22
C,v38,35
D,v38,42
E,v38,22
F,v38,35
G,v38,34
H,v38,30
I,v38,20
J,v38,29
A,v37,32
B,v37,27
C,v37,28
D,v37,31
E,v37,24
F,v37,36
G,v37,55
H,v37,38
I,v37,34
J,v37,28
A,v36,30
B,v36,25
C,v36,33
D,v36,36
E,v36,36
F,v36,44
G,v36,27
H,v36,73
I,v36,23
J,v36,17
A,v35,30
B,v35,26
C,v35,33
D,v35,26
E,v35,25
F,v35,36
G,v35,30
H,v35,19
I,v35,28
J,v35,21
A,v34,39
B,v34,43
C,v34,26
D,v34,23
E,v34,25
F,v34,22
G,v34,26
H,v34,20
I,v34,53
J,v34,27
A,v33,31
B,v33,21
C,v33,55
D,v33,25
E,v33,17
F,v33,31
G,v33,22
H,v33,31
I,v33,37
J,v33,28
A,v32,21
B,v32,33
C,v32,26
D,v32,36
E,v32,22
F,v32,30
G,v32,23
H,v32,22
I,v32,20
J,v32,18
