group,variable,value
A,v40,23
B,v40,44
C,v40,24
D,v40,38
E,v40,28
F,v40,32
G,v40,42
H,v40,29
I,v40,30
J,v40,26
A,v39,32
B,v39,43
C,v39,46
D,v39,33
E,v39,33
F,v39,25
G,v39,44
H,v39,27
I,v39,19
J,v39,28
A,v38,52
B,v38,36
C,v38,23
D,v38,47
E,v38,31
F,v38,26
G,v38,43
H,v38,58
I,v38,32
J,v38,32
A,v37,41
B,v37,52
C,v37,38
D,v37,20
E,v37,126
F,v37,34
G,v37,34
H,v37,42
I,v37,33
J,v37,34
A,v36,39
B,v36,45
C,v36,35
D,v36,30
E,v36,25
F,v36,27
G,v36,40
H,v36,24
I,v36,30
J,v36,50
A,v35,22
B,v35,22
C,v35,29
D,v35,37
E,v35,47
F,v35,46
G,v35,23
H,v35,26
I,v35,26
J,v35,29
A,v34,20
B,v34,23
C,v34,26
D,v34,30
E,v34,74
F,v34,72
G,v34,40
H,v34,52
I,v34,42
J,v34,41
A,v33,88
B,v33,33
C,v33,38
D,v33,35
E,v33,39
F,v33,23
G,v33,27
H,v33,23
I,v33,18
J,v33,58
A,v32,35
B,v32,19
C,v32,46
D,v32,28
E,v32,26
F,v32,55
G,v32,41
H,v32,43
I,v32,27
J,v32,70
A,v31,31
