group,variable,value
A,v40,34
B,v40,25
C,v40,36
D,v40,16
E,v40,21
F,v40,31
G,v40,38
H,v40,32
I,v40,26
J,v40,27
A,v39,40
B,v39,19
C,v39,25
D,v39,21
E,v39,21
F,v39,29
G,v39,32
H,v39,28
I,v39,26
J,v39,26
A,v38,24
B,v38,40
C,v38,27
D,v38,26
E,v38,22
F,v38,30
G,v38,31
H,v38,40
I,v38,26
J,v38,27
A,v37,23
B,v37,15
C,v37,26
D,v37,70
E,v37,41
F,v37,30
G,v37,28
H,v37,20
I,v37,36
J,v37,30
A,v36,31
B,v36,27
C,v36,22
D,v36,25
E,v36,36
F,v36,52
G,v36,20
H,v36,27
I,v36,33
J,v36,29
A,v35,76
B,v35,23
C,v35,28
D,v35,32
E,v35,19
F,v35,52
G,v35,29
H,v35,27
I,v35,21
J,v35,16
A,v34,20
B,v34,27
C,v34,24
D,v34,16
E,v34,34
F,v34,30
G,v34,21
H,v34,24
I,v34,22
J,v34,30
A,v33,19
B,v33,19
C,v33,25
D,v33,31
E,v33,13
F,v33,15
G,v33,19
H,v33,24
I,v33,34
J,v33,42
A,v32,27
B,v32,55
C,v32,30
D,v32,31
E,v32,20
F,v32,24
G,v32,20
H,v32,34
I,v32,26
J,v32,42
A,v31,41
B,v31,32
C,v31,27
D,v31,29
E,v31,20
F,v31,39
G,v31,44
H,v31,30
I,v31,36
J,v31,42
A,v30,37
B,v30,24
C,v30,34
D,v30,76
E,v30,72
F,v30,29
G,v30,26
H,v30,39
