group,variable,value
A,v40,47
B,v40,36
C,v40,22
D,v40,30
E,v40,27
F,v40,53
G,v40,16
H,v40,41
I,v40,35
J,v40,30
A,v39,25
B,v39,40
C,v39,26
D,v39,20
E,v39,20
F,v39,17
G,v39,23
H,v39,16
I,v39,18
J,v39,21
A,v38,19
B,v38,15
C,v38,18
D,v38,42
E,v38,58
F,v38,62
G,v38,21
H,v38,27
I,v38,55
J,v38,40
A,v37,29
B,v37,35
C,v37,23
D,v37,33
E,v37,23
F,v37,52
G,v37,26
H,v37,32
I,v37,16
J,v37,27
A,v36,33
B,v36,26
C,v36,38
D,v36,33
E,v36,33
F,v36,31
G,v36,24
H,v36,30
I,v36,35
J,v36,29
A,v35,33
B,v35,72
C,v35,38
D,v35,31
E,v35,30
F,v35,34
G,v35,22
H,v35,25
I,v35,22
J,v35,53
A,v34,43
B,v34,23
C,v34,33
D,v34,39
E,v34,37
F,v34,20
G,v34,28
H,v34,36
I,v34,60
J,v34,36
A,v33,26
B,v33,52
C,v33,27
D,v33,28
E,v33,24
F,v33,37
G,v33,16
H,v33,56
I,v33,28
J,v33,28
A,v32,23
B,v32,54
C,v32,23
D,v32,31
E,v32,30
F,v32,15
G,v32,31
H,v32,22
I,v32,29
J,v32,32
A,v31,19
B,v31,35
C,v31,40
D,v31,27
E,v31,33
F,v31,43
G,v31,72
H,v31,30
