group,variable,value
A,v40,34
B,v40,23
C,v40,80
D,v40,33
E,v40,26
F,v40,39
G,v40,33
H,v40,30
I,v40,42
J,v40,24
A,v39,32
B,v39,26
C,v39,42
D,v39,44
E,v39,32
F,v39,22
G,v39,39
H,v39,21
I,v39,31
J,v39,55
A,v38,57
B,v38,32
C,v38,20
D,v38,21
E,v38,32
F,v38,27
G,v38,20
H,v38,55
I,v38,25
J,v38,32
A,v37,22
B,v37,33
C,v37,53
D,v37,21
E,v37,50
F,v37,40
G,v37,38
H,v37,36
I,v37,34
J,v37,25
A,v36,32
B,v36,26
C,v36,68
D,v36,28
E,v36,21
F,v36,41
G,v36,19
H,v36,50
I,v36,39
J,v36,28
A,v35,32
B,v35,38
C,v35,22
D,v35,36
E,v35,66
F,v35,22
G,v35,54
H,v35,25
I,v35,30
J,v35,22
A,v34,26
B,v34,28
C,v34,28
D,v34,32
E,v34,28
F,v34,24
G,v34,15
H,v34,61
I,v34,20
J,v34,30
A,v33,38
B,v33,21
C,v33,51
D,v33,32
E,v33,47
F,v33,36
G,v33,41
H,v33,33
I,v33,101
J,v33,30
A,v32,22
B,v32,34
C,v32,35
D,v32,17
E,v32,29
F,v32,23
G,v32,21
H,v32,28
I,v32,30
J,v32,32
A,v31,34
B,v31,28
C,v31,38
D,v31,37
E,v31,25
F,v31,27
G,v31,22
H,v31,22
I,v31,51
J,v31,24
A,v30,43
B,v30,21
C,v30,32
D,v30,25
E,v30,30
F,v30,29
G,v30,24
H,v30,29
