group,variable,value
A,v40,34
B,v40,26
C,v40,22
D,v40,40
E,v40,76
F,v40,23
G,v40,37
H,v40,22
I,v40,25
J,v40,34
A,v39,26
B,v39,23
C,v39,20
D,v39,18
E,v39,48
F,v39,35
G,v39,24
H,v39,40
I,v39,30
J,v39,36
A,v38,27
B,v38,43
C,v38,26
D,v38,43
E,v38,25
F,v38,53
G,v38,59
H,v38,54
I,v38,39
J,v38,22
A,v37,31
B,v37,25
C,v37,34
D,v37,47
E,v37,37
F,v37,25
G,v37,27
H,v37,30
I,v37,33
J,v37,23
A,v36,36
B,v36,38
C,v36,28
D,v36,27
E,v36,51
F,v36,23
G,v36,20
H,v36,30
I,v36,29
J,v36,20
A,v35,41
B,v35,41
C,v35,25
D,v35,24
E,v35,43
F,v35,30
G,v35,18
H,v35,29
I,v35,29
J,v35,37
A,v34,25
B,v34,27
C,v34,44
D,v34,26
E,v34,46
F,v34,22
G,v34,27
H,v34,38
I,v34,17
J,v34,25
A,v33,27
B,v33,21
C,v33,24
D,v33,19
E,v33,30
F,v33,37
G,v33,23
H,v33,35
I,v33,38
J,v33,40
A,v32,28
B,v32,25
C,v32,31
D,v32,32
E,v32,24
F,v32,24
G,v32,36
H,v32,39
I,v32,51
J,v32,40
A,v31,28
B,v31,35
C,v31,54
D,v31,22
E,v31,23
F,v31,30
G,v31,23
H,v31,35
I,v31,33
J,v31,26
A,v30,24
B,v30,31
C,v30,54
D,v30,20
E,v30,31
F,v30,27
G,v30,58
H,v30,20
I,v30,39
J,v30,21
A,v29,20
B,v29,29
C,v29,27
